participant_id,condition,fsm,task,beta,sum_log_p
97,hidden_beta,hard,control,0.18,-7.62921866342564
97,hidden_beta,hard,control,0.19,-7.7706526860303455
97,hidden_beta,hard,control,0.2,-7.920586133134504
97,hidden_beta,hard,control,0.21,-8.078644371209952
97,hidden_beta,hard,control,0.22,-8.244456826692872
97,hidden_beta,hard,control,0.23,-8.417658527209015
97,hidden_beta,hard,control,0.24,-8.597891454041342
97,hidden_beta,hard,control,0.25,-8.784805709892908
97,hidden_beta,hard,control,0.26,-8.978060508626077
97,hidden_beta,hard,control,0.27,-9.177324995747032
97,hidden_beta,hard,control,0.28,-9.382278909984858
97,hidden_beta,hard,control,0.29,-9.5926130974306
97,hidden_beta,hard,control,0.3,-9.808029890404272
97,hidden_beta,hard,control,0.31,-10.028243363561817
97,hidden_beta,hard,control,0.32,-10.252979479794384
97,hidden_beta,hard,control,0.33,-10.481976138263093
97,hidden_beta,hard,control,0.34,-10.714983136504237
97,hidden_beta,hard,control,0.35,-10.951762057978852
97,hidden_beta,hard,control,0.36,-11.192086095768264
97,hidden_beta,hard,control,0.37,-11.43573982236928
97,hidden_beta,hard,control,0.38,-11.682518914750164
97,hidden_beta,hard,control,0.39,-11.932229843016453
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.911493526483577
97,hidden_beta,hard,control,0.02,-6.90314070835254
97,hidden_beta,hard,control,0.03,-6.906368261699739
97,hidden_beta,hard,control,0.04,-6.92110156490561
97,hidden_beta,hard,control,0.05,-6.947237243094472
97,hidden_beta,hard,control,0.06,-6.98464423407101
97,hidden_beta,hard,control,0.07,-7.033165118004373
97,hidden_beta,hard,control,0.08,-7.0926176824028735
97,hidden_beta,hard,control,0.09,-7.162796689829121
97,hidden_beta,hard,control,0.1,-7.2434758128491525
97,hidden_beta,hard,control,0.11,-7.334409698934395
97,hidden_beta,hard,control,0.12,-7.4353361274307375
97,hidden_beta,hard,control,0.13,-7.545978221210062
97,hidden_beta,hard,control,0.14,-7.666046677117914
97,hidden_beta,hard,control,0.15,-7.79524198168474
97,hidden_beta,hard,control,0.16,-7.933256581612151
97,hidden_beta,hard,control,0.17,-8.079776982104413
97,hidden_beta,hard,control,0.18,-8.234485750011604
97,hidden_beta,hard,control,0.19,-8.39706340281655
97,hidden_beta,hard,control,0.2,-8.56719016857948
97,hidden_beta,hard,control,0.21,-8.744547605920436
97,hidden_beta,hard,control,0.22,-8.928820076861209
97,hidden_beta,hard,control,0.23,-9.119696068782792
97,hidden_beta,hard,control,0.24,-9.31686936482248
97,hidden_beta,hard,control,0.25,-9.520040064701083
97,hidden_beta,hard,control,0.26,-9.728915460220316
97,hidden_beta,hard,control,0.27,-9.943210771505507
97,hidden_beta,hard,control,0.28,-10.162649751505388
97,hidden_beta,hard,control,0.29,-10.386965167326002
97,hidden_beta,hard,control,0.3,-10.615899167703466
97,hidden_beta,hard,control,0.31,-10.849203546349578
97,hidden_beta,hard,control,0.32,-11.08663991107585
97,hidden_beta,hard,control,0.33,-11.327979768555998
97,hidden_beta,hard,control,0.34,-11.57300453436496
97,hidden_beta,hard,control,0.35,-11.821505477569394
97,hidden_beta,hard,control,0.36,-12.073283608676212
97,hidden_beta,hard,control,0.37,-12.328149519199876
97,hidden_beta,hard,control,0.38,-12.585923180513527
97,hidden_beta,hard,control,0.39,-12.84643370902492
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.9432206822747915
97,hidden_beta,hard,control,0.02,-6.966636374828723
97,hidden_beta,hard,control,0.03,-7.001672167188149
97,hidden_beta,hard,control,0.04,-7.048250774600626
97,hidden_beta,hard,control,0.05,-7.106265192156488
97,hidden_beta,hard,control,0.06,-7.1755798542806035
97,hidden_beta,hard,control,0.07,-7.2560320781714
97,hidden_beta,hard,control,0.08,-7.347433758366796
97,hidden_beta,hard,control,0.09,-7.449573275093167
97,hidden_beta,hard,control,0.1,-7.562217575920444
97,hidden_beta,hard,control,0.11,-7.685114388542251
97,hidden_beta,hard,control,0.12,-7.8179945221899825
97,hidden_beta,hard,control,0.13,-7.960574216173638
97,hidden_beta,hard,control,0.14,-8.112557496167334
97,hidden_beta,hard,control,0.15,-8.273638501932325
97,hidden_beta,hard,control,0.16,-8.443503753981526
97,hidden_beta,hard,control,0.17,-8.621834331014862
97,hidden_beta,hard,control,0.18,-8.808307934578426
97,hidden_beta,hard,control,0.19,-9.00260082212238
97,hidden_beta,hard,control,0.2,-9.204389594277758
97,hidden_beta,hard,control,0.21,-9.413352826595029
97,hidden_beta,hard,control,0.22,-9.629172540074377
97,hidden_beta,hard,control,0.23,-9.851535508487482
97,hidden_beta,hard,control,0.24,-10.080134403692426
97,hidden_beta,hard,control,0.25,-10.314668782853268
97,hidden_beta,hard,control,0.26,-10.554845923692536
97,hidden_beta,hard,control,0.27,-10.80038151564629
97,hidden_beta,hard,control,0.28,-11.051000216088578
97,hidden_beta,hard,control,0.29,-11.30643608168625
97,hidden_beta,hard,control,0.3,-11.566432885483511
97,hidden_beta,hard,control,0.31,-11.830744330547368
97,hidden_beta,hard,control,0.32,-12.09913417098114
97,hidden_beta,hard,control,0.33,-12.371376250880115
97,hidden_beta,hard,control,0.34,-12.647254471407196
97,hidden_beta,hard,control,0.35,-12.926562695646439
97,hidden_beta,hard,control,0.36,-13.209104600284842
97,hidden_beta,hard,control,0.37,-13.494693482508431
97,hidden_beta,hard,control,0.38,-13.783152029802917
97,hidden_beta,hard,control,0.39,-14.074312059643788
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.808249734292749
97,hidden_beta,hard,control,0.02,-6.692984978047352
97,hidden_beta,hard,control,0.03,-6.58564900399403
97,hidden_beta,hard,control,0.04,-6.486194581372438
97,hidden_beta,hard,control,0.05,-6.394556260041406
97,hidden_beta,hard,control,0.06,-6.310651025645277
97,hidden_beta,hard,control,0.07,-6.2343791173619945
97,hidden_beta,hard,control,0.08,-6.165624991055862
97,hidden_beta,hard,control,0.09,-6.104258408170516
97,hidden_beta,hard,control,0.1,-6.050135628888502
97,hidden_beta,hard,control,0.11,-6.003100686980539
97,hidden_beta,hard,control,0.12,-5.962986723364152
97,hidden_beta,hard,control,0.13,-5.929617355650259
97,hidden_beta,hard,control,0.14,-5.902808061814472
97,hidden_beta,hard,control,0.15,-5.8823675575034455
97,hidden_beta,hard,control,0.16,-5.868099148278759
97,hidden_beta,hard,control,0.17,-5.859802040207505
97,hidden_beta,hard,control,0.18,-5.857272594525318
97,hidden_beta,hard,control,0.19,-5.860305514524137
97,hidden_beta,hard,control,0.2,-5.868694955262455
97,hidden_beta,hard,control,0.21,-5.882235549081112
97,hidden_beta,hard,control,0.22,-5.900723342167724
97,hidden_beta,hard,control,0.23,-5.923956639496994
97,hidden_beta,hard,control,0.24,-5.951736757346368
97,hidden_beta,hard,control,0.25,-5.98386868422428
97,hidden_beta,hard,control,0.26,-6.02016165244094
97,hidden_beta,hard,control,0.27,-6.060429623699451
97,hidden_beta,hard,control,0.28,-6.104491692995745
97,hidden_beta,hard,control,0.29,-6.1521724158044275
97,hidden_beta,hard,control,0.3,-6.203302064012971
97,hidden_beta,hard,control,0.31,-6.257716816371099
97,hidden_beta,hard,control,0.32,-6.315258889368906
97,hidden_beta,hard,control,0.33,-6.375776614470515
97,hidden_beta,hard,control,0.34,-6.439124467532511
97,hidden_beta,hard,control,0.35,-6.505163056050345
97,hidden_beta,hard,control,0.36,-6.573759069621234
97,hidden_beta,hard,control,0.37,-6.6447851987067645
97,hidden_beta,hard,control,0.38,-6.7181200264381475
97,hidden_beta,hard,control,0.39,-6.793647897845618
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-7.031811358190471
97,hidden_beta,hard,control,0.02,-7.1434682839954915
97,hidden_beta,hard,control,0.03,-7.26640057553375
97,hidden_beta,hard,control,0.04,-7.400538685196024
97,hidden_beta,hard,control,0.05,-7.545786212218408
97,hidden_beta,hard,control,0.06,-7.702020844200515
97,hidden_beta,hard,control,0.07,-7.869095533796628
97,hidden_beta,hard,control,0.08,-8.046839886867765
97,hidden_beta,hard,control,0.09,-8.235061734848749
97,hidden_beta,hard,control,0.1,-8.43354886144519
97,hidden_beta,hard,control,0.11,-8.642070852075925
97,hidden_beta,hard,control,0.12,-8.860381033718188
97,hidden_beta,hard,control,0.13,-9.08821847295761
97,hidden_beta,hard,control,0.14,-9.32531000101898
97,hidden_beta,hard,control,0.15,-9.571372236255813
97,hidden_beta,hard,control,0.16,-9.82611357688564
97,hidden_beta,hard,control,0.17,-10.089236139540178
97,hidden_beta,hard,control,0.18,-10.36043762231821
97,hidden_beta,hard,control,0.19,-10.63941307434942
97,hidden_beta,hard,control,0.2,-10.925856557274946
97,hidden_beta,hard,control,0.21,-11.219462687412438
97,hidden_beta,hard,control,0.22,-11.519928050605337
97,hidden_beta,hard,control,0.23,-11.82695248478062
97,hidden_beta,hard,control,0.24,-12.140240227998392
97,hidden_beta,hard,control,0.25,-12.459500932230132
97,hidden_beta,hard,control,0.26,-12.784450545227608
97,hidden_beta,hard,control,0.27,-13.114812064632169
97,hidden_beta,hard,control,0.28,-13.45031616992934
97,hidden_beta,hard,control,0.29,-13.790701738989975
97,hidden_beta,hard,control,0.3,-14.135716256778975
97,hidden_beta,hard,control,0.31,-14.485116124382554
97,hidden_beta,hard,control,0.32,-14.838666876836216
97,hidden_beta,hard,control,0.33,-15.196143318359528
97,hidden_beta,hard,control,0.34,-15.557329583553024
97,hidden_beta,hard,control,0.35,-15.922019132918086
97,hidden_beta,hard,control,0.36,-16.290014690751445
97,hidden_beta,hard,control,0.37,-16.66112813306934
97,hidden_beta,hard,control,0.38,-17.035180332755477
97,hidden_beta,hard,control,0.39,-17.41200096862339
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.945003721803563
97,hidden_beta,hard,control,0.02,-6.969930596780896
97,hidden_beta,hard,control,0.03,-7.006207657096548
97,hidden_beta,hard,control,0.04,-7.053760820186865
97,hidden_beta,hard,control,0.05,-7.11248749081073
97,hidden_beta,hard,control,0.06,-7.182257650054898
97,hidden_beta,hard,control,0.07,-7.2629152121258524
97,hidden_beta,hard,control,0.08,-7.354279618795565
97,hidden_beta,hard,control,0.09,-7.456147637142577
97,hidden_beta,hard,control,0.1,-7.568295323251513
97,hidden_beta,hard,control,0.11,-7.69048011284421
97,hidden_beta,hard,control,0.12,-7.822442999390427
97,hidden_beta,hard,control,0.13,-7.96391076100333
97,hidden_beta,hard,control,0.14,-8.114598199235012
97,hidden_beta,hard,control,0.15,-8.274210355584376
97,hidden_beta,hard,control,0.16,-8.442444674926435
97,hidden_beta,hard,control,0.17,-8.61899308897096
97,hidden_beta,hard,control,0.18,-8.803543997065333
97,hidden_beta,hard,control,0.19,-8.995784125989086
97,hidden_beta,hard,control,0.2,-9.195400254684243
97,hidden_beta,hard,control,0.21,-9.402080793989189
97,hidden_beta,hard,control,0.22,-9.615517215285546
97,hidden_beta,hard,control,0.23,-9.835405325447024
97,hidden_beta,hard,control,0.24,-10.061446388543239
97,hidden_beta,hard,control,0.25,-10.293348097371577
97,hidden_beta,hard,control,0.26,-10.530825400059884
97,hidden_beta,hard,control,0.27,-10.773601188712378
97,hidden_beta,hard,control,0.28,-11.021406858385815
97,hidden_beta,hard,control,0.29,-11.273982745616394
97,hidden_beta,hard,control,0.3,-11.531078456311679
97,hidden_beta,hard,control,0.31,-11.792453093119788
97,hidden_beta,hard,control,0.32,-12.057875392435587
97,hidden_beta,hard,control,0.33,-12.327123781045106
97,hidden_beta,hard,control,0.34,-12.599986362086057
97,hidden_beta,hard,control,0.35,-12.876260839552998
97,hidden_beta,hard,control,0.36,-13.155754390033998
97,hidden_beta,hard,control,0.37,-13.438283489761758
97,hidden_beta,hard,control,0.38,-13.723673704420953
97,hidden_beta,hard,control,0.39,-14.011759448496512
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.908848692355048
97,hidden_beta,hard,control,0.02,-6.897496954797152
97,hidden_beta,hard,control,0.03,-6.897374775488503
97,hidden_beta,hard,control,0.04,-6.9084129230507445
97,hidden_beta,hard,control,0.05,-6.930515438320162
97,hidden_beta,hard,control,0.06,-6.963560574614945
97,hidden_beta,hard,control,0.07,-7.007401972649114
97,hidden_beta,hard,control,0.08,-7.061870046277238
97,hidden_beta,hard,control,0.09,-7.126773551719708
97,hidden_beta,hard,control,0.1,-7.201901310288852
97,hidden_beta,hard,control,0.11,-7.287024052955794
97,hidden_beta,hard,control,0.12,-7.381896354366713
97,hidden_beta,hard,control,0.13,-7.486258624094459
97,hidden_beta,hard,control,0.14,-7.599839123921464
97,hidden_beta,hard,control,0.15,-7.72235598168854
97,hidden_beta,hard,control,0.16,-7.853519174588084
97,hidden_beta,hard,control,0.17,-7.993032457593406
97,hidden_beta,hard,control,0.18,-8.140595215860017
97,hidden_beta,hard,control,0.19,-8.295904223273734
97,hidden_beta,hard,control,0.2,-8.458655292729055
97,hidden_beta,hard,control,0.21,-8.628544807086891
97,hidden_beta,hard,control,0.22,-8.805271122989138
97,hidden_beta,hard,control,0.23,-8.988535842722076
97,hidden_beta,hard,control,0.24,-9.178044952064411
97,hidden_beta,hard,control,0.25,-9.373509824489842
97,hidden_beta,hard,control,0.26,-9.574648094196865
97,hidden_beta,hard,control,0.27,-9.78118440220244
97,hidden_beta,hard,control,0.28,-9.992851021166906
97,hidden_beta,hard,control,0.29,-10.20938836573032
97,hidden_beta,hard,control,0.3,-10.430545395957541
97,hidden_beta,hard,control,0.31,-10.656079922039332
97,hidden_beta,hard,control,0.32,-10.885758818709725
97,hidden_beta,hard,control,0.33,-11.119358157949023
97,hidden_beta,hard,control,0.34,-11.35666326847861
97,hidden_beta,hard,control,0.35,-11.5974687303497
97,hidden_beta,hard,control,0.36,-11.841578312612354
97,hidden_beta,hard,control,0.37,-12.08880486164993
97,hidden_beta,hard,control,0.38,-12.338970147301113
97,hidden_beta,hard,control,0.39,-12.591904673388008
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-7.04758034765699
97,hidden_beta,hard,control,0.02,-7.175894365275748
97,hidden_beta,hard,control,0.03,-7.316362956999958
97,hidden_beta,hard,control,0.04,-7.468901931931007
97,hidden_beta,hard,control,0.05,-7.633394760322289
97,hidden_beta,hard,control,0.06,-7.809693871754903
97,hidden_beta,hard,control,0.07,-7.9976222699051975
97,hidden_beta,hard,control,0.08,-8.196975426321648
97,hidden_beta,hard,control,0.09,-8.407523410528
97,hidden_beta,hard,control,0.1,-8.62901321029238
97,hidden_beta,hard,control,0.11,-8.861171194086388
97,hidden_beta,hard,control,0.12,-9.103705667555182
97,hidden_beta,hard,control,0.13,-9.356309477104034
97,hidden_beta,hard,control,0.14,-9.6186626162928
97,hidden_beta,hard,control,0.15,-9.890434794387613
97,hidden_beta,hard,control,0.16,-10.17128793089552
97,hidden_beta,hard,control,0.17,-10.460878544941995
97,hidden_beta,hard,control,0.18,-10.75886001369214
97,hidden_beta,hard,control,0.19,-11.064884679433838
97,hidden_beta,hard,control,0.2,-11.378605790235568
97,hidden_beta,hard,control,0.21,-11.699679264100029
97,hidden_beta,hard,control,0.22,-12.027765271131647
97,hidden_beta,hard,control,0.23,-12.362529632334137
97,hidden_beta,hard,control,0.24,-12.703645037201536
97,hidden_beta,hard,control,0.25,-13.05079208524074
97,hidden_beta,hard,control,0.26,-13.40366015897032
97,hidden_beta,hard,control,0.27,-13.761948137803856
97,hidden_beta,hard,control,0.28,-14.12536496358674
97,hidden_beta,hard,control,0.29,-14.493630069462771
97,hidden_beta,hard,control,0.3,-14.866473684258132
97,hidden_beta,hard,control,0.31,-15.243637024742448
97,hidden_beta,hard,control,0.32,-15.624872388019039
97,hidden_beta,hard,control,0.33,-16.009943155962475
97,hidden_beta,hard,control,0.34,-16.398623723113335
97,hidden_beta,hard,control,0.35,-16.790699358802243
97,hidden_beta,hard,control,0.36,-17.1859660135482
97,hidden_beta,hard,control,0.37,-17.58423007899358
97,hidden_beta,hard,control,0.38,-17.98530810982891
97,hidden_beta,hard,control,0.39,-18.389026515346835
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.83738393995755
97,hidden_beta,hard,control,0.02,-6.757172524177156
97,hidden_beta,hard,control,0.03,-6.690770517729044
97,hidden_beta,hard,control,0.04,-6.638067201227846
97,hidden_beta,hard,control,0.05,-6.598909666550935
97,hidden_beta,hard,control,0.06,-6.5731048405151205
97,hidden_beta,hard,control,0.07,-6.560421983584293
97,hidden_beta,hard,control,0.08,-6.560595593654649
97,hidden_beta,hard,control,0.09,-6.573328636915447
97,hidden_beta,hard,control,0.1,-6.598296023289017
97,hidden_beta,hard,control,0.11,-6.635148242950212
97,hidden_beta,hard,control,0.12,-6.683515082637523
97,hidden_beta,hard,control,0.13,-6.743009345454317
97,hidden_beta,hard,control,0.14,-6.813230505065311
97,hidden_beta,hard,control,0.15,-6.893768234010544
97,hidden_beta,hard,control,0.16,-6.984205755673013
97,hidden_beta,hard,control,0.17,-7.084122979671587
97,hidden_beta,hard,control,0.18,-7.193099390604244
97,hidden_beta,hard,control,0.19,-7.310716669725831
97,hidden_beta,hard,control,0.2,-7.436561037996871
97,hidden_beta,hard,control,0.21,-7.570225316772635
97,hidden_beta,hard,control,0.22,-7.711310709093091
97,hidden_beta,hard,control,0.23,-7.859428310041839
97,hidden_beta,hard,control,0.24,-8.014200358986436
97,hidden_beta,hard,control,0.25,-8.175261249762393
97,hidden_beta,hard,control,0.26,-8.342258317120606
97,hidden_beta,hard,control,0.27,-8.514852419144283
97,hidden_beta,hard,control,0.28,-8.69271833598715
97,hidden_beta,hard,control,0.29,-8.875545005320364
97,hidden_beta,hard,control,0.3,-9.063035614425475
97,hidden_beta,hard,control,0.31,-9.254907568049472
97,hidden_beta,hard,control,0.32,-9.450892350046077
97,hidden_beta,hard,control,0.33,-9.650735295552941
97,hidden_beta,hard,control,0.34,-9.854195289069898
97,hidden_beta,hard,control,0.35,-10.061044402368795
97,hidden_beta,hard,control,0.36,-10.271067484727995
97,hidden_beta,hard,control,0.37,-10.484061716580412
97,hidden_beta,hard,control,0.38,-10.699836136319746
97,hidden_beta,hard,control,0.39,-10.918211148744392
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.750407034854542
97,hidden_beta,hard,control,0.02,-6.581134002079297
97,hidden_beta,hard,control,0.03,-6.423605192143936
97,hidden_beta,hard,control,0.04,-6.277742000773722
97,hidden_beta,hard,control,0.05,-6.143435600938329
97,hidden_beta,hard,control,0.06,-6.020548126413055
97,hidden_beta,hard,control,0.07,-5.908914144627804
97,hidden_beta,hard,control,0.08,-5.808342384983967
97,hidden_beta,hard,control,0.09,-5.718617684223464
97,hidden_beta,hard,control,0.1,-5.639503107293132
97,hidden_beta,hard,control,0.11,-5.570742200494217
97,hidden_beta,hard,control,0.12,-5.512061333495004
97,hidden_beta,hard,control,0.13,-5.463172087901192
97,hidden_beta,hard,control,0.14,-5.423773652356024
97,hidden_beta,hard,control,0.15,-5.3935551873751475
97,hidden_beta,hard,control,0.16,-5.372198127083634
97,hidden_beta,hard,control,0.17,-5.359378389483662
97,hidden_beta,hard,control,0.18,-5.354768471618092
97,hidden_beta,hard,control,0.19,-5.358039410805359
97,hidden_beta,hard,control,0.2,-5.368862597828528
97,hidden_beta,hard,control,0.21,-5.386911432423142
97,hidden_beta,hard,control,0.22,-5.41186281551408
97,hidden_beta,hard,control,0.23,-5.443398476324676
97,hidden_beta,hard,control,0.24,-5.481206135675075
97,hidden_beta,hard,control,0.25,-5.5249805094820115
97,hidden_beta,hard,control,0.26,-5.574424158671365
97,hidden_beta,hard,control,0.27,-5.629248193438835
97,hidden_beta,hard,control,0.28,-5.6891728410761555
97,hidden_beta,hard,control,0.29,-5.753927887463051
97,hidden_beta,hard,control,0.3,-5.8232530028564025
97,hidden_beta,hard,control,0.31,-5.896897962837115
97,hidden_beta,hard,control,0.32,-5.974622775252139
97,hidden_beta,hard,control,0.33,-6.056197723760485
97,hidden_beta,hard,control,0.34,-6.141403338202241
97,hidden_beta,hard,control,0.35,-6.230030301497951
97,hidden_beta,hard,control,0.36,-6.3218793021867885
97,hidden_beta,hard,control,0.37,-6.416760841056217
97,hidden_beta,hard,control,0.38,-6.514494999628191
97,hidden_beta,hard,control,0.39,-6.614911177568121
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.866087966379797
97,hidden_beta,hard,control,0.02,-6.81443238922148
97,hidden_beta,hard,control,0.03,-6.776438957003975
97,hidden_beta,hard,control,0.04,-6.751998475185218
97,hidden_beta,hard,control,0.05,-6.740960141112311
97,hidden_beta,hard,control,0.06,-6.743133539438016
97,hidden_beta,hard,control,0.07,-6.758291105929514
97,hidden_beta,hard,control,0.08,-6.78617099068471
97,hidden_beta,hard,control,0.09,-6.826480243829817
97,hidden_beta,hard,control,0.1,-6.878898242334561
97,hidden_beta,hard,control,0.11,-6.943080275586514
97,hidden_beta,hard,control,0.12,-7.018661209543285
97,hidden_beta,hard,control,0.13,-7.105259154196157
97,hidden_beta,hard,control,0.14,-7.202479066186131
97,hidden_beta,hard,control,0.15,-7.309916227111859
97,hidden_beta,hard,control,0.16,-7.427159547753372
97,hidden_beta,hard,control,0.17,-7.553794658538065
97,hidden_beta,hard,control,0.18,-7.689406756599104
97,hidden_beta,hard,control,0.19,-7.833583189313182
97,hidden_beta,hard,control,0.2,-7.985915762945616
97,hidden_beta,hard,control,0.21,-8.146002772765161
97,hidden_beta,hard,control,0.22,-8.313450757597675
97,hidden_beta,hard,control,0.23,-8.487875987224491
97,hidden_beta,hard,control,0.24,-8.668905695318049
97,hidden_beta,hard,control,0.25,-8.856179073811768
97,hidden_beta,hard,control,0.26,-9.049348046824067
97,hidden_beta,hard,control,0.27,-9.24807784361784
97,hidden_beta,hard,control,0.28,-9.452047390705761
97,hidden_beta,hard,control,0.29,-9.660949543237875
97,hidden_beta,hard,control,0.3,-9.87449117535437
97,hidden_beta,hard,control,0.31,-10.092393148366208
97,hidden_beta,hard,control,0.32,-10.31439017453995
97,hidden_beta,hard,control,0.33,-10.540230592997172
97,hidden_beta,hard,control,0.34,-10.769676072865334
97,hidden_beta,hard,control,0.35,-11.00250125739562
97,hidden_beta,hard,control,0.36,-11.238493361339994
97,hidden_beta,hard,control,0.37,-11.477451732491001
97,hidden_beta,hard,control,0.38,-11.719187386959597
97,hidden_beta,hard,control,0.39,-11.963522526516797
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.605415426706196
97,hidden_beta,hard,control,0.02,-6.291225592763595
97,hidden_beta,hard,control,0.03,-5.98885440243591
97,hidden_beta,hard,control,0.04,-5.698222611499514
97,hidden_beta,hard,control,0.05,-5.419220504787537
97,hidden_beta,hard,control,0.06,-5.151709087454429
97,hidden_beta,hard,control,0.07,-4.895521567599053
97,hidden_beta,hard,control,0.08,-4.650465096323198
97,hidden_beta,hard,control,0.09,-4.4163227266786755
97,hidden_beta,hard,control,0.1,-4.192855549786443
97,hidden_beta,hard,control,0.11,-3.9798049647288423
97,hidden_beta,hard,control,0.12,-3.7768950385770395
97,hidden_beta,hard,control,0.13,-3.583834914007871
97,hidden_beta,hard,control,0.14,-3.4003212242216034
97,hidden_beta,hard,control,0.15,-3.226040478090865
97,hidden_beta,hard,control,0.16,-3.0606713824259555
97,hidden_beta,hard,control,0.17,-2.9038870727026036
97,hidden_beta,hard,control,0.18,-2.755357228342579
97,hidden_beta,hard,control,0.19,-2.6147500534623616
97,hidden_beta,hard,control,0.2,-2.4817341087341265
97,hidden_beta,hard,control,0.21,-2.355979984491904
97,hidden_beta,hard,control,0.22,-2.237161809352953
97,hidden_beta,hard,control,0.23,-2.1249585923317036
97,hidden_beta,hard,control,0.24,-2.019055399653326
97,hidden_beta,hard,control,0.25,-1.9191443702051927
97,hidden_beta,hard,control,0.26,-1.8249255757987144
97,hidden_beta,hard,control,0.27,-1.7361077341707145
97,hidden_beta,hard,control,0.28,-1.6524087839653874
97,hidden_beta,hard,control,0.29,-1.5735563318467847
97,hidden_beta,hard,control,0.3,-1.499287982444987
97,hidden_beta,hard,control,0.31,-1.4293515620861865
97,hidden_beta,hard,control,0.32,-1.363505247247315
97,hidden_beta,hard,control,0.33,-1.3015176084570192
97,hidden_beta,hard,control,0.34,-1.2431675799808186
97,hidden_beta,hard,control,0.35,-1.1882443651190937
97,hidden_beta,hard,control,0.36,-1.1365472863474142
97,hidden_beta,hard,control,0.37,-1.0878855888700358
97,hidden_beta,hard,control,0.38,-1.0420782054649118
97,hidden_beta,hard,control,0.39,-0.9989534897934809
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.88325728221331
97,hidden_beta,hard,control,0.02,-6.847660392627601
97,hidden_beta,hard,control,0.03,-6.824626589817648
97,hidden_beta,hard,control,0.04,-6.8140656928083665
97,hidden_beta,hard,control,0.05,-6.815852962512242
97,hidden_beta,hard,control,0.06,-6.829830568346484
97,hidden_beta,hard,control,0.07,-6.855809408257006
97,hidden_beta,hard,control,0.08,-6.893571237043724
97,hidden_beta,hard,control,0.09,-6.942871052070221
97,hidden_beta,hard,control,0.1,-7.003439681695999
97,hidden_beta,hard,control,0.11,-7.074986520109949
97,hidden_beta,hard,control,0.12,-7.1572023525739015
97,hidden_beta,hard,control,0.13,-7.24976221721072
97,hidden_beta,hard,control,0.14,-7.352328253124312
97,hidden_beta,hard,control,0.15,-7.4645524895034026
97,hidden_beta,hard,control,0.16,-7.586079536098975
97,hidden_beta,hard,control,0.17,-7.716549141741741
97,hidden_beta,hard,control,0.18,-7.855598594067489
97,hidden_beta,hard,control,0.19,-8.002864940068177
97,hidden_beta,hard,control,0.2,-8.157987013255617
97,hidden_beta,hard,control,0.21,-8.320607258933263
97,hidden_beta,hard,control,0.22,-8.4903733541929
97,hidden_beta,hard,control,0.23,-8.666939623707368
97,hidden_beta,hard,control,0.24,-8.849968256141368
97,hidden_beta,hard,control,0.25,-9.039130329049492
97,hidden_beta,hard,control,0.26,-9.234106652500824
97,hidden_beta,hard,control,0.27,-9.434588443412308
97,hidden_beta,hard,control,0.28,-9.640277843750187
97,hidden_beta,hard,control,0.29,-9.850888296441957
97,hidden_beta,hard,control,0.3,-10.066144793103
97,hidden_beta,hard,control,0.31,-10.285784007596959
97,hidden_beta,hard,control,0.32,-10.509554329085049
97,hidden_beta,hard,control,0.33,-10.737215807641121
97,hidden_beta,hard,control,0.34,-10.968540024773755
97,hidden_beta,hard,control,0.35,-11.203309900352423
97,hidden_beta,hard,control,0.36,-11.441319446524776
97,hidden_beta,hard,control,0.37,-11.682373478270522
97,hidden_beta,hard,control,0.38,-11.926287289292056
97,hidden_beta,hard,control,0.39,-12.172886301015561
97,hidden_beta,hard,control,0.0,-6.931471805599453
97,hidden_beta,hard,control,0.01,-6.976330431301963
97,hidden_beta,hard,control,0.02,-7.034436787763248
97,hidden_beta,hard,control,0.03,-7.105730338961653
97,hidden_beta,hard,control,0.04,-7.190111043625544
97,hidden_beta,hard,control,0.05,-7.287440608436846
97,hidden_beta,hard,control,0.06,-7.397544193896554
97,hidden_beta,hard,control,0.07,-7.520212527088848
97,hidden_beta,hard,control,0.08,-7.65520436633938
97,hidden_beta,hard,control,0.09,-7.8022492559975
97,hidden_beta,hard,control,0.1,-7.961050505440712
97,hidden_beta,hard,control,0.11,-8.131288324893767
97,hidden_beta,hard,control,0.12,-8.312623051614661
