participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
46,easy,9,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,2,False,,,0.0,0.5,1.791759469228055,0.0,0.0,0.0,explanation,b,,0.6,0.0,1.0
46,easy,10,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,2,False,,,0.0,0.6666666666666666,2.0368819272610397,0.0,1.0,2.3978952727983707,explanation,a,,0.6,0.0,1.0
46,easy,11,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,0.0,0.5,1.791759469228055,0.0,1.0,2.3978952727983707,explanation,b,,0.4,0.0,1.0
46,easy,12,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
46,easy,13,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,2,True,,,0.3333333333333333,0.0,1.466337068793427,0.3333333333333333,0.0,1.466337068793427,explanation,a,,0.0,0.4,2.0
46,easy,14,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,2,True,,,0.3333333333333333,0.0,1.466337068793427,,,,explanation,a,,0.0,0.4,2.0
46,easy,15,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,2,True,,,0.6666666666666666,0.0,2.03688192726104,,,,explanation,a,,0.0,0.6,2.0
46,easy,16,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
46,easy,17,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,explanation,b,,0.0,1.0,2.0
46,easy,18,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,2,True,,,0.6666666666666666,0.0,2.03688192726104,,,,explanation,a,,0.0,0.6,2.0
46,easy,19,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,2,False,,,0.0,0.5,1.791759469228055,,,,explanation,a,,0.6,0.0,1.0
47,easy,0,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,0.0,0.5833333333333334,1.9218125974762528,0.0,1.0,2.3978952727983707,explanation,a,,0.6,0.0,1.0
47,easy,1,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
47,easy,2,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
47,easy,3,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,1,True,,,0.0,0.625,1.9810014688665833,0.0,1.0,2.3978952727983707,explanation,a,,0.4,0.0,1.0
47,easy,4,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,2,True,,,0.5833333333333334,0.0,1.9218125974762528,0.5833333333333334,0.0,1.9218125974762528,explanation,a,,0.0,0.6,2.0
47,easy,5,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,2,True,,,0.5833333333333334,0.0,1.9218125974762528,,,,explanation,a,,0.0,0.6,2.0
47,easy,6,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.5833333333333334,0.0,1.9218125974762528,0.5833333333333334,0.0,1.9218125974762528,explanation,a,,0.0,0.6,2.0
47,easy,7,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,2,False,,,0.0,0.5833333333333334,1.9218125974762528,,,,explanation,a,,0.6,0.0,1.0
47,easy,8,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,2,True,,,0.4166666666666667,0.0,1.6422277352570913,0.4166666666666667,0.0,1.6422277352570913,explanation,a,,0.0,0.4,2.0
47,easy,9,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,1,True,,,0.0,0.5,1.791759469228055,0.0,0.0,0.0,explanation,b,,0.6,0.0,1.0
47,easy,10,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,0.0,0.5833333333333334,1.9218125974762528,,,,explanation,b,,0.6,0.0,1.0
47,easy,11,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,2,False,,,0.0,0.125,0.8109302162163287,,,,explanation,a,,0.6,0.0,1.0
47,easy,12,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,2,True,,,0.4166666666666667,0.0,1.6422277352570913,,,,explanation,a,,0.0,0.4,2.0
47,easy,13,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,2,False,,,0.0,0.5,1.791759469228055,,,,explanation,a,,0.4,0.0,1.0
47,easy,14,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,0.0,0.5,1.791759469228055,0.0,1.0,2.3978952727983707,explanation,b,,0.4,0.0,1.0
47,easy,15,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,0.5,0.0,1.791759469228055,0.0,0.0,0.0,explanation,a,,-0.2,0.4,2.0
47,easy,16,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,1,False,,,0.5833333333333334,0.0,1.9218125974762528,,,,explanation,a,,0.0,0.6,2.0
47,easy,17,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,2,True,,,0.5833333333333334,0.0,1.9218125974762528,1.0,0.0,2.3978952727983707,explanation,b,,0.4,1.0,2.0
47,easy,18,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,2,False,,,0.0,0.5,1.791759469228055,,,,explanation,b,,0.6,0.0,1.0
47,easy,19,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,explanation,b,,0.0,1.0,2.0
48,easy,0,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,2,True,,,0.6363636363636364,0.0,1.9965538818740682,0.6363636363636364,0.0,1.9965538818740682,explanation,a,,0.0,0.6,2.0
48,easy,1,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,2,True,,,0.6363636363636364,0.0,1.9965538818740682,,,,explanation,a,,0.0,0.6,2.0
48,easy,2,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,0.75,0.0,2.1400661634962708,1.0,0.0,2.3978952727983707,explanation,a,,-0.2,0.4,2.0
48,easy,3,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,2,False,,,0.0,0.6363636363636364,1.996553881874068,,,,explanation,a,,0.6,0.0,1.0
48,easy,4,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
48,easy,5,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,0.0,0.6363636363636364,1.996553881874068,0.0,1.0,2.3978952727983707,explanation,a,,0.6,0.0,1.0
48,easy,6,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,0.0,0.6363636363636364,1.996553881874068,,,,explanation,b,,0.6,0.0,1.0
48,easy,7,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,1,False,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
48,easy,8,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,1,True,,,0.0,0.75,2.1400661634962708,,,,explanation,b,,0.6,0.0,1.0
48,easy,9,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,1,True,,,0.0,0.75,2.1400661634962708,0.0,1.0,2.3978952727983707,explanation,b,,0.6,0.0,1.0
48,easy,10,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,2,False,,,0.0,0.4375,1.6817585740137264,0.0,0.25,1.2527629684953678,explanation,a,,0.4,0.0,1.0
48,easy,11,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,2,True,,,0.6363636363636364,0.0,1.9965538818740682,,,,explanation,a,,0.0,0.6,2.0
48,easy,12,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,2,True,,,0.36363636363636365,0.0,1.533930359925955,,,,explanation,a,,0.0,0.4,2.0
48,easy,13,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,2,True,,,0.6363636363636364,0.0,1.9965538818740682,1.0,0.0,2.3978952727983707,explanation,b,,0.4,1.0,2.0
48,easy,14,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,0.0,0.25,1.2527629684953678,0.0,0.0,0.0,explanation,b,,0.4,0.0,1.0
48,easy,15,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,2,False,,,0.0,0.25,1.2527629684953678,,,,explanation,a,,0.4,0.0,1.0
48,easy,16,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,2,False,,,0.0,0.1875,1.0560526742493137,,,,explanation,a,,0.6,0.0,1.0
48,easy,17,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,2,True,,,0.36363636363636365,0.0,1.533930359925955,0.36363636363636365,0.0,1.533930359925955,explanation,a,,0.0,0.4,2.0
48,easy,18,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,1,False,,,0.6363636363636364,0.0,1.9965538818740682,0.6363636363636364,0.0,1.9965538818740682,explanation,a,,0.0,0.6,2.0
48,easy,19,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,explanation,b,,0.0,1.0,2.0
50,easy,0,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,1,False,,,0.38461538461538464,0.0,1.578185368929996,0.38461538461538464,0.0,1.578185368929996,explanation,a,,0.0,0.4,2.0
50,easy,1,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,0.0,0.6153846153846154,1.967650135691719,,,,explanation,b,,0.6,0.0,1.0
50,easy,2,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,2,False,,,0.0,0.6666666666666666,2.0368819272610397,,,,explanation,a,,0.6,0.0,1.0
50,easy,3,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,explanation,b,,0.0,1.0,2.0
50,easy,4,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,2,False,,,0.0,0.6153846153846154,1.967650135691719,,,,explanation,a,,0.6,0.0,1.0
50,easy,5,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,0.0,0.0,0.0,explanation,b,,0.4,0.0,1.0
50,easy,6,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.6153846153846154,0.0,1.967650135691719,0.6153846153846154,0.0,1.967650135691719,explanation,a,,0.0,0.6,2.0
50,easy,7,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,2,True,,,0.6153846153846154,0.0,1.967650135691719,0.6153846153846154,0.0,1.967650135691719,explanation,a,,0.0,0.6,2.0
50,easy,8,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,2,True,,,0.6153846153846154,0.0,1.967650135691719,,,,explanation,a,,0.0,0.6,2.0
50,easy,9,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,2,True,,,0.6153846153846154,0.0,1.967650135691719,,,,explanation,a,,0.0,0.6,2.0
50,easy,10,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,2,True,,,0.6153846153846154,0.0,1.967650135691719,1.0,0.0,2.3978952727983707,explanation,b,,0.4,1.0,2.0
50,easy,11,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,1,True,,,0.0,0.6666666666666666,2.0368819272610397,0.0,1.0,2.3978952727983707,explanation,b,,0.6,0.0,1.0
50,easy,12,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
50,easy,13,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,1,True,,,0.0,0.6666666666666666,2.0368819272610397,,,,explanation,b,,0.6,0.0,1.0
50,easy,14,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,0.0,0.6153846153846154,1.967650135691719,0.0,1.0,2.3978952727983707,explanation,a,,0.6,0.0,1.0
50,easy,15,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,0.6666666666666666,0.0,2.03688192726104,1.0,0.0,2.3978952727983707,explanation,a,,-0.2,0.4,2.0
50,easy,16,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,2,True,,,0.38461538461538464,0.0,1.578185368929996,,,,explanation,a,,0.0,0.4,2.0
50,easy,17,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,0.0,0.0,0.0,explanation,a,,0.4,0.0,1.0
50,easy,18,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,1,True,,,0.0,0.3333333333333333,1.466337068793427,,,,explanation,a,,0.4,0.0,1.0
50,easy,19,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
51,easy,0,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,1,False,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
51,easy,1,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,2,False,,,0.0,0.5555555555555556,1.8803128665695,,,,explanation,a,,0.6,0.0,1.0
51,easy,2,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,2,True,,,0.5555555555555556,0.0,1.8803128665695001,,,,explanation,a,,0.0,0.6,2.0
51,easy,3,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,2,True,,,0.5555555555555556,0.0,1.8803128665695001,1.0,0.0,2.3978952727983707,explanation,b,,0.4,1.0,2.0
51,easy,4,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,1,False,,,0.4444444444444444,0.0,1.6945957207744071,0.4444444444444444,0.0,1.6945957207744071,explanation,a,,0.0,0.4,2.0
51,easy,5,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,2,True,,,0.5555555555555556,0.0,1.8803128665695001,0.5555555555555556,0.0,1.8803128665695001,explanation,a,,0.0,0.6,2.0
51,easy,6,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,2,True,,,0.4444444444444444,0.0,1.6945957207744071,,,,explanation,a,,0.0,0.4,2.0
51,easy,7,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,1,False,,,1.0,0.0,2.3978952727983707,1.0,0.0,2.3978952727983707,explanation,b,,0.0,1.0,2.0
51,easy,8,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,1,True,,,0.0,0.4,1.6094379124341003,0.0,0.0,0.0,explanation,a,,0.4,0.0,1.0
51,easy,9,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,1,True,,,0.0,0.6,1.9459101490553132,,,,explanation,a,,0.6,0.0,1.0
51,easy,10,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,2,False,,,0.0,0.6,1.9459101490553132,,,,explanation,b,,0.6,0.0,1.0
51,easy,11,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1.0,0.0,2.3978952727983707,,,,explanation,b,,0.0,1.0,2.0
51,easy,12,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,0.0,0.5555555555555556,1.8803128665695,0.0,1.0,2.3978952727983707,explanation,a,,0.6,0.0,1.0
51,easy,13,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,1,True,,,0.0,0.4,1.6094379124341003,,,,explanation,a,,0.4,0.0,1.0
51,easy,14,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,1,False,,,0.5555555555555556,0.0,1.8803128665695001,0.5555555555555556,0.0,1.8803128665695001,explanation,a,,0.0,0.6,2.0
51,easy,15,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,0.0,0.5555555555555556,1.8803128665695,,,,explanation,b,,0.6,0.0,1.0
51,easy,16,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,0.0,0.4,1.6094379124341003,0.0,0.0,0.0,explanation,b,,0.4,0.0,1.0
51,easy,17,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,0.6,0.0,1.9459101490553132,1.0,0.0,2.3978952727983707,explanation,a,,-0.2,0.4,2.0
51,easy,18,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,1,False,,,0.5555555555555556,0.0,1.8803128665695001,,,,explanation,a,,0.0,0.6,2.0
51,easy,19,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,1,True,,,0.0,0.6,1.9459101490553132,0.0,1.0,2.3978952727983707,explanation,b,,0.6,0.0,1.0
52,hard,0,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,0.37037037037037035,0.0,1.548350220454262,0.6666666666666666,0.0,2.03688192726104,explanation,b,,0.24,0.6,2.0
52,hard,1,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.2857142857142857,0.0,1.3499267169490157,0.2857142857142857,0.0,1.3499267169490157,explanation,a,,0.0,0.4,2.0
52,hard,2,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,1,True,,,0.0,0.2857142857142857,1.3499267169490157,0.0,0.0,0.0,explanation,a,,0.4,0.0,1.0
52,hard,3,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,0.0,0.37037037037037035,1.548350220454262,0.0,0.6666666666666666,2.0368819272610397,explanation,a,,0.36,0.0,1.0
52,hard,4,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.0,0.23809523809523808,1.2181574393178924,0.0,0.0,0.0,explanation,b,,0.24,0.0,1.0
52,hard,5,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,0.4,0.0,1.6094379124341003,,,,explanation,b,,0.0,0.4,2.0
52,hard,6,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.0,0.19999999999999998,1.0986122886681096,,,,explanation,a,,0.24,0.0,1.0
52,hard,7,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,0.3619047619047619,0.0,1.5301885407799598,0.4,0.0,1.6094379124341003,explanation,a,,-0.16,0.24,2.0
52,hard,8,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,1,False,,,0.2857142857142857,0.0,1.3499267169490157,,,,explanation,a,,0.0,0.4,2.0
52,hard,9,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,0.0,0.4444444444444444,1.6945957207744071,0.0,0.0,0.0,explanation,b,,0.64,0.24,1.0
52,hard,10,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,0.0,0.37037037037037035,1.548350220454262,,,,explanation,a,,0.36,0.0,1.0
52,hard,11,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.0,0.19999999999999998,1.0986122886681096,0.0,0.0,0.0,explanation,a,,0.24,0.0,1.0
52,hard,12,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,0.31746031746031744,0.0,1.4290193057862317,,,,explanation,b,,0.0,0.24,2.0
52,hard,13,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.7142857142857143,0.24,0.8733656871571213,1.0,0.0,2.3978952727983707,explanation,a,,0.24,0.6,2.0
52,hard,14,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.0,0.2857142857142857,1.3499267169490157,,,,explanation,b,,0.4,0.0,1.0
52,hard,15,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,0.7142857142857143,0.0,2.097141118779237,,,,explanation,a,,0.0,0.6,2.0
52,hard,16,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,1,False,,,0.2857142857142857,0.0,1.3499267169490157,0.0,0.0,0.0,explanation,b,,-0.24,0.16,2.0
52,hard,17,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.3333333333333333,0.0,1.466337068793427,,,,explanation,b,,0.0,0.36,2.0
52,hard,18,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.0,0.4,1.6094379124341003,,,,explanation,a,,0.4,0.0,1.0
52,hard,19,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,0.0,0.3333333333333333,1.466337068793427,,,,explanation,b,,0.36,0.0,1.0
53,hard,0,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,0.0,0.0,0.0,explanation,b,,0.24,0.0,1.0
53,hard,1,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,1,True,,,0.0,0.3333333333333333,1.466337068793427,0.0,0.0,0.0,explanation,b,,0.64,0.24,1.0
53,hard,2,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,1,True,,,0.0,0.3333333333333333,1.466337068793427,,,,explanation,a,,0.36,0.0,1.0
53,hard,3,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,,,,explanation,b,,0.4,0.0,1.0
53,hard,4,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,0.3333333333333333,0.0,1.466337068793427,0.3333333333333333,0.0,1.466337068793427,explanation,a,,-0.16,0.24,2.0
53,hard,5,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,1,False,,,0.3333333333333333,0.0,1.466337068793427,,,,explanation,b,,0.0,0.4,2.0
53,hard,6,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.3333333333333333,0.0,1.466337068793427,0.3333333333333333,0.0,1.466337068793427,explanation,a,,0.0,0.4,2.0
53,hard,7,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.3333333333333333,0.0,1.466337068793427,,,,explanation,a,,0.0,0.4,2.0
53,hard,8,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,0.0,0.0,0.0,explanation,a,,0.24,0.0,1.0
53,hard,9,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.4444444444444444,0.0,1.6945957207744071,,,,explanation,b,,0.0,0.36,2.0
53,hard,10,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,0.0,0.0,0.0,explanation,a,,0.4,0.0,1.0
53,hard,11,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,1,False,,,0.2222222222222222,0.0,1.1700712526502546,,,,explanation,b,,0.0,0.24,2.0
53,hard,12,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,0.0,0.5,1.791759469228055,explanation,a,,0.36,0.0,1.0
53,hard,13,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,1,False,,,0.6666666666666666,0.2222222222222222,0.8668106746107854,1.0,0.0,2.3978952727983707,explanation,a,,0.24,0.6,2.0
53,hard,14,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,1,True,,,0.0,0.3333333333333333,1.466337068793427,,,,explanation,a,,0.24,0.0,1.0
53,hard,15,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,0.6666666666666666,0.0,2.03688192726104,,,,explanation,a,,0.0,0.6,2.0
53,hard,16,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,0.3333333333333333,0.0,1.466337068793427,0.0,0.0,0.0,explanation,b,,-0.24,0.16,2.0
53,hard,17,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,0.0,0.4444444444444444,1.6945957207744071,,,,explanation,b,,0.36,0.0,1.0
53,hard,18,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,1,False,,,0.3333333333333333,0.0,1.466337068793427,0.5,0.0,1.791759469228055,explanation,b,,0.24,0.6,2.0
53,hard,19,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.0,0.3333333333333333,1.466337068793427,,,,explanation,a,,0.4,0.0,1.0
54,hard,0,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,0.0,0.2857142857142857,1.3499267169490157,,,,explanation,a,,0.24,0.0,1.0
54,hard,1,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,0.5714285714285714,0.24489795918367344,0.6661590358422984,1.0,0.0,2.3978952727983707,explanation,a,,0.24,0.6,2.0
54,hard,2,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,1,False,,,0.2857142857142857,0.0,1.3499267169490157,,,,explanation,b,,0.0,0.24,2.0
54,hard,3,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,0.0,0.42857142857142855,1.6650077635889111,,,,explanation,b,,0.4,0.0,1.0
54,hard,4,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,1,True,,,0.0,0.25,1.2527629684953678,0.0,0.0,0.0,explanation,a,,0.36,0.0,1.0
54,hard,5,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,0.0,0.42857142857142855,1.6650077635889111,0.0,0.0,0.0,explanation,a,,0.4,0.0,1.0
54,hard,6,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,0.0,0.25,1.2527629684953678,,,,explanation,a,,0.36,0.0,1.0
54,hard,7,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,0.25,0.0,1.2527629684953678,0.0,0.0,0.0,explanation,b,,0.24,0.6,2.0
54,hard,8,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,0.0,0.4,1.6094379124341003,,,,explanation,a,,0.4,0.0,1.0
54,hard,9,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,0.2857142857142857,0.0,1.3499267169490157,,,,explanation,b,,0.0,0.36,2.0
54,hard,10,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,0.0,0.2857142857142857,1.3499267169490157,0.0,0.0,0.0,explanation,b,,0.24,0.0,1.0
54,hard,11,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,0.41428571428571426,0.0,1.6376087894007967,0.4,0.0,1.6094379124341003,explanation,a,,-0.16,0.24,2.0
54,hard,12,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,0.42857142857142855,0.0,1.6650077635889111,,,,explanation,b,,0.0,0.4,2.0
54,hard,13,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,1,False,,,0.42857142857142855,0.0,1.6650077635889111,0.0,0.0,0.0,explanation,b,,-0.24,0.16,2.0
54,hard,14,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,0.5714285714285714,0.0,1.9042374526547452,,,,explanation,a,,0.0,0.6,2.0
54,hard,15,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,0.42857142857142855,0.0,1.6650077635889111,0.42857142857142855,0.0,1.6650077635889111,explanation,a,,0.0,0.4,2.0
54,hard,16,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,0.42857142857142855,0.0,1.6650077635889111,,,,explanation,a,,0.0,0.4,2.0
54,hard,17,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,0.0,0.2857142857142857,1.3499267169490157,0.0,0.0,0.0,explanation,a,,0.24,0.0,1.0
