condition,fsm,task,beta,sum_log_p,count
visible_beta,hard,explanation,0.06,-108.09231401726534,16.0
visible_beta,hard,explanation,0.08,-108.69626028573664,16.0
visible_beta,hard,explanation,0.1,-110.02999798618677,16.0
visible_beta,hard,explanation,0.12,-112.0595049897508,16.0
visible_beta,hard,explanation,0.14,-114.74609934741257,16.0
visible_beta,hard,explanation,0.16,-118.04777757655654,16.0
visible_beta,hard,explanation,0.18,-121.920513810094,16.0
visible_beta,hard,explanation,0.2,-126.31945157505724,16.0
visible_beta,hard,explanation,0.22,-131.199941603342,16.0
visible_beta,hard,explanation,0.24,-136.51840039114384,16.0
visible_beta,hard,explanation,0.26,-142.23298265504894,16.0
visible_beta,hard,explanation,0.28,-148.30407503306068,16.0
visible_beta,hard,explanation,0.3,-154.69462803095143,16.0
visible_beta,hard,explanation,0.32,-161.3703487148899,16.0
visible_beta,hard,explanation,0.34,-168.29977878370616,16.0
visible_beta,hard,explanation,0.36,-175.45428232549253,16.0
visible_beta,hard,explanation,0.38,-182.80796562964213,16.0
visible_beta,hard,explanation,0.4,-190.3375485994072,16.0
visible_beta,hard,explanation,0.42,-198.02220412908235,16.0
visible_beta,hard,explanation,0.44,-205.84337864353455,16.0
visible_beta,hard,explanation,0.46,-213.78460407442148,16.0
visible_beta,hard,explanation,0.48,-221.83130898750926,16.0
visible_beta,hard,explanation,0.5,-229.97063442344125,16.0
visible_beta,hard,explanation,0.52,-238.19125826525612,16.0
visible_beta,hard,explanation,0.54,-246.48323056635712,16.0
visible_beta,hard,explanation,0.56,-254.83782121484936,16.0
visible_beta,hard,explanation,0.58,-263.24738052219965,16.0
visible_beta,hard,explanation,0.6,-271.70521275563,16.0
visible_beta,hard,explanation,0.62,-280.2054622389095,16.0
visible_beta,hard,explanation,0.64,-288.7430113859736,16.0
visible_beta,hard,explanation,0.66,-297.3133898732559,16.0
visible_beta,hard,explanation,0.68,-305.9126940732505,16.0
visible_beta,hard,explanation,0.7,-314.5375158425549,16.0
visible_beta,hard,explanation,0.72,-323.18487976615114,16.0
visible_beta,hard,explanation,0.74,-331.8521879935109,16.0
visible_beta,hard,explanation,0.76,-340.53717185195114,16.0
visible_beta,hard,explanation,0.78,-349.2378494816593,16.0
visible_beta,hard,explanation,0.8,-357.9524888000646,16.0
visible_beta,hard,explanation,0.82,-366.6795751673342,16.0
visible_beta,hard,explanation,0.84,-375.41778318728683,16.0
visible_beta,hard,explanation,0.86,-384.16595213763947,16.0
visible_beta,hard,explanation,0.88,-392.92306457907796,16.0
visible_beta,hard,explanation,0.9,-401.6882277439202,16.0
visible_beta,hard,explanation,0.92,-410.46065735181435,16.0
visible_beta,hard,explanation,0.94,-419.23966354206584,16.0
visible_beta,hard,explanation,0.96,-428.0246386500437,16.0
visible_beta,hard,explanation,0.98,-436.81504658874877,16.0
visible_beta,hard,explanation,1.0,-445.6104136266343,16.0
visible_beta,hard,explanation,1.02,-454.4103203791535,16.0
visible_beta,hard,explanation,1.04,-463.2143948548935,16.0
visible_beta,hard,explanation,1.06,-472.0223064175079,16.0
visible_beta,hard,explanation,1.08,-480.8337605428339,16.0
visible_beta,hard,explanation,1.1,-489.64849426604604,16.0
visible_beta,hard,explanation,1.12,-498.466272227618,16.0
visible_beta,hard,explanation,1.14,-507.28688323876526,16.0
visible_beta,hard,explanation,1.16,-516.110137297586,16.0
visible_beta,hard,explanation,1.18,-524.9358629958798,16.0
visible_beta,hard,explanation,1.2,-533.76390526518,16.0
visible_beta,hard,explanation,1.22,-542.5941234164318,16.0
visible_beta,hard,explanation,1.24,-551.426389434977,16.0
visible_beta,hard,explanation,1.26,-560.260586496344,16.0
visible_beta,hard,explanation,1.28,-569.0966076741214,16.0
visible_beta,hard,explanation,1.3,-577.9343548137076,16.0
visible_beta,hard,explanation,1.32,-586.7737375509795,16.0
visible_beta,hard,explanation,1.34,-595.6146724554519,16.0
visible_beta,hard,explanation,1.36,-604.457082282688,16.0
visible_beta,hard,explanation,1.38,-613.3008953204385,16.0
visible_beta,hard,explanation,1.4,-622.1460448173553,16.0
visible_beta,hard,explanation,1.42,-630.9924684813562,16.0
visible_beta,hard,explanation,1.44,-639.8401080415488,16.0
visible_beta,hard,explanation,1.46,-648.688908862072,16.0
visible_beta,hard,explanation,1.48,-657.5388196038483,16.0
visible_beta,hard,explanation,1.5,-666.3897919254847,16.0
visible_beta,hard,explanation,1.52,-675.2417802207881,16.0
visible_beta,hard,explanation,1.54,-684.0947413859362,16.0
visible_beta,hard,explanation,1.56,-692.9486346136215,16.0
visible_beta,hard,explanation,1.58,-701.803421210221,16.0
visible_beta,hard,explanation,1.6,-710.6590644339748,16.0
visible_beta,hard,explanation,1.62,-719.5155293508644,16.0
visible_beta,hard,explanation,1.64,-728.3727827027146,16.0
visible_beta,hard,explanation,1.66,-737.2307927957261,16.0
visible_beta,hard,explanation,1.68,-746.0895293910143,16.0
visible_beta,hard,explanation,1.7,-754.9489636169069,16.0
visible_beta,hard,explanation,1.72,-763.8090678817393,16.0
visible_beta,hard,explanation,1.74,-772.6698157912731,16.0
visible_beta,hard,explanation,1.76,-781.5311820932083,16.0
visible_beta,hard,explanation,1.78,-790.3931425978316,16.0
visible_beta,hard,explanation,1.8,-799.2556741318443,16.0
visible_beta,hard,explanation,1.82,-808.1187544808088,16.0
visible_beta,hard,explanation,1.84,-816.9823623367685,16.0
visible_beta,hard,explanation,1.86,-825.8464772592084,16.0
visible_beta,hard,explanation,1.88,-834.7110796257931,16.0
visible_beta,hard,explanation,1.9,-843.576150606919,16.0
visible_beta,hard,explanation,1.92,-852.4416721066991,16.0
visible_beta,hard,explanation,1.94,-861.3076267531499,16.0
visible_beta,hard,explanation,1.96,-870.173997855762,16.0
visible_beta,hard,explanation,1.98,-879.0407693696282,16.0
visible_beta,hard,explanation,2.0,-887.9079258759649,16.0
visible_beta,hard,explanation,2.02,-896.7754525723095,16.0
visible_beta,hard,explanation,2.04,-905.6433351944902,16.0
visible_beta,hard,explanation,2.06,-914.5115600521591,16.0
visible_beta,hard,explanation,2.08,-923.3801139860122,16.0
visible_beta,hard,explanation,2.1,-932.2489843385638,16.0
visible_beta,hard,explanation,2.12,-941.118158890936,16.0
visible_beta,hard,explanation,2.14,-949.9876260151804,16.0
visible_beta,hard,explanation,2.16,-958.8573743808577,16.0
visible_beta,hard,explanation,2.18,-967.7273931818526,16.0
visible_beta,hard,explanation,2.2,-976.5976720173909,16.0
visible_beta,hard,explanation,2.22,-985.4682007464036,16.0
visible_beta,hard,explanation,2.24,-994.3389699120706,16.0
visible_beta,hard,explanation,2.26,-1003.2099701187522,16.0
visible_beta,hard,explanation,2.28,-1012.0811925269724,16.0
visible_beta,hard,explanation,2.3,-1020.9526286467915,16.0
visible_beta,hard,explanation,2.32,-1029.8242700878463,16.0
visible_beta,hard,explanation,2.34,-1038.6961085394894,16.0
visible_beta,hard,explanation,2.36,-1047.56813762758,16.0
visible_beta,hard,explanation,2.38,-1056.4403483231672,16.0
visible_beta,hard,explanation,2.4,-1065.3127350247007,16.0
visible_beta,hard,explanation,2.42,-1074.1852900631507,16.0
visible_beta,hard,explanation,2.44,-1083.058006906426,16.0
visible_beta,hard,explanation,2.46,-1091.9308802814082,16.0
visible_beta,hard,explanation,2.48,-1100.8039031739634,16.0
visible_beta,hard,explanation,2.5,-1109.6770700380162,16.0
visible_beta,hard,explanation,2.52,-1118.5503754549948,16.0
visible_beta,hard,explanation,2.54,-1127.4238137387204,16.0
visible_beta,hard,explanation,2.56,-1136.2973797976879,16.0
visible_beta,hard,explanation,2.58,-1145.1710687316563,16.0
visible_beta,hard,explanation,2.6,-1154.0448773663093,16.0
visible_beta,hard,explanation,2.62,-1162.9187983170984,16.0
visible_beta,hard,explanation,2.64,-1171.792826778191,16.0
visible_beta,hard,explanation,2.66,-1180.6669606627836,16.0
visible_beta,hard,explanation,2.68,-1189.5411970032005,16.0
visible_beta,hard,explanation,2.7,-1198.4155315068942,16.0
visible_beta,hard,explanation,2.72,-1207.2899544023858,16.0
visible_beta,hard,explanation,2.74,-1216.1644718778075,16.0
visible_beta,hard,explanation,2.76,-1225.0390758106398,16.0
visible_beta,hard,explanation,2.78,-1233.9137517213592,16.0
visible_beta,hard,explanation,2.8,-1242.7885244913025,16.0
visible_beta,hard,explanation,2.82,-1251.6633658309454,16.0
visible_beta,hard,explanation,2.84,-1260.5382796036376,16.0
visible_beta,hard,explanation,2.86,-1269.4132580304752,16.0
visible_beta,hard,explanation,2.88,-1278.2883135877512,16.0
visible_beta,hard,explanation,2.9,-1287.1634118430993,16.0
visible_beta,hard,explanation,2.92,-1296.0385886821336,16.0
visible_beta,hard,explanation,2.94,-1304.9138327291687,16.0
visible_beta,hard,explanation,2.96,-1313.7891658247893,16.0
visible_beta,hard,explanation,2.98,-1322.664507634075,16.0
visible_beta,hard,explanation,3.0,-1331.5399199325498,16.0
visible_beta,hard,explanation,3.02,-1340.4153853515331,16.0
visible_beta,hard,explanation,3.04,-1349.2908660927133,16.0
visible_beta,hard,explanation,3.06,-1358.166419118476,16.0
visible_beta,hard,explanation,3.08,-1367.0419577663247,16.0
visible_beta,hard,explanation,3.1,-1375.917641211484,16.0
visible_beta,hard,explanation,3.12,-1384.793266344708,16.0
visible_beta,hard,explanation,3.14,-1393.6689983519689,16.0
visible_beta,hard,explanation,3.16,-1402.5446908533108,16.0
visible_beta,hard,explanation,3.18,-1411.4204312188451,16.0
visible_beta,hard,explanation,3.2,-1420.2966200635703,16.0
visible_beta,hard,explanation,3.22,-1429.1724569481032,16.0
visible_beta,hard,explanation,3.24,-1438.048357332426,16.0
visible_beta,hard,explanation,3.26,-1446.924375143025,16.0
visible_beta,hard,explanation,3.28,-1455.8001102629573,16.0
visible_beta,hard,explanation,3.3,-1464.6760573832478,16.0
visible_beta,hard,explanation,3.32,-1473.5526347069856,16.0
visible_beta,hard,explanation,3.34,-1482.4281526425473,16.0
visible_beta,hard,explanation,3.36,-1491.3046650793735,16.0
visible_beta,hard,explanation,3.38,-1500.1800620579081,16.0
visible_beta,hard,explanation,3.4,-1509.056581661286,16.0
visible_beta,hard,explanation,3.42,-1517.9344702204714,16.0
visible_beta,hard,explanation,3.44,-1526.8086896390578,16.0
visible_beta,hard,explanation,3.46,-1535.686490103833,16.0
visible_beta,hard,explanation,3.48,-1544.5595239104562,16.0
visible_beta,hard,explanation,3.5,-1553.4380335416527,16.0
visible_beta,hard,explanation,3.52,-1562.3136552479996,16.0
visible_beta,hard,explanation,3.54,-1571.1890491678246,16.0
visible_beta,hard,explanation,3.56,-1580.0617335491202,16.0
visible_beta,hard,explanation,3.58,-1588.939091223851,16.0
visible_beta,hard,explanation,3.6,-1597.824808696619,16.0
visible_beta,hard,explanation,3.62,-1606.6894732121414,16.0
visible_beta,hard,explanation,3.64,-1615.5742896874506,16.0
visible_beta,hard,explanation,3.66,-1624.4454643003735,16.0
visible_beta,hard,explanation,3.68,-1633.3203762607357,16.0
visible_beta,hard,explanation,3.7,-1642.216909879645,16.0
visible_beta,hard,explanation,3.72,-1651.0985576437913,16.0
visible_beta,hard,explanation,3.74,-1659.9553604683938,16.0
visible_beta,hard,explanation,3.76,-1668.804164175266,16.0
visible_beta,hard,explanation,3.78,-1677.72249362189,16.0
visible_beta,hard,explanation,3.8,-1686.5963302304572,16.0
visible_beta,hard,explanation,3.82,-1695.4548770548397,16.0
visible_beta,hard,explanation,3.84,-1704.3284635567338,16.0
visible_beta,hard,explanation,3.86,-1713.1996234511835,16.0
visible_beta,hard,explanation,3.88,-1722.0236813031813,16.0
visible_beta,hard,explanation,3.9,-1730.9896930922332,16.0
visible_beta,hard,explanation,3.92,-1739.8038929772172,16.0
visible_beta,hard,explanation,3.94,-1748.6444242045004,16.0
visible_beta,hard,explanation,3.96,-1757.5639553050466,16.0
visible_beta,hard,explanation,3.98,-1766.3967267239868,16.0
hidden_beta,hard,explanation,0.0,-110.90354888959126,16.0
hidden_beta,hard,explanation,0.02,-111.75703077316581,16.0
hidden_beta,hard,explanation,0.04,-113.31695791457895,16.0
hidden_beta,hard,explanation,0.06,-115.57231788658231,16.0
hidden_beta,hard,explanation,0.08,-118.50528068605283,16.0
hidden_beta,hard,explanation,0.1,-122.09193397887773,16.0
hidden_beta,hard,explanation,0.12,-126.30321917623918,16.0
hidden_beta,hard,explanation,0.14,-131.10599250777233,16.0
hidden_beta,hard,explanation,0.16,-136.46413383856097,16.0
hidden_beta,hard,explanation,0.18,-142.339633292822,16.0
hidden_beta,hard,explanation,0.2,-148.69359915222103,16.0
hidden_beta,hard,explanation,0.22,-155.48714692124426,16.0
hidden_beta,hard,explanation,0.24,-162.68214611640633,16.0
hidden_beta,hard,explanation,0.26,-170.2418161861609,16.0
hidden_beta,hard,explanation,0.28,-178.13117481338332,16.0
hidden_beta,hard,explanation,0.3,-186.31735027960622,16.0
hidden_beta,hard,explanation,0.32,-194.7697747421334,16.0
hidden_beta,hard,explanation,0.34,-203.4602776985475,16.0
hidden_beta,hard,explanation,0.36,-212.36309923988813,16.0
hidden_beta,hard,explanation,0.38,-221.45484157793774,16.0
hidden_beta,hard,explanation,0.4,-230.71437534482473,16.0
hidden_beta,hard,explanation,0.42,-240.12271475543756,16.0
hidden_beta,hard,explanation,0.44,-249.66287322048822,16.0
hidden_beta,hard,explanation,0.46,-259.3197086144027,16.0
hidden_beta,hard,explanation,0.48,-269.07976526184785,16.0
hidden_beta,hard,explanation,0.5,-278.9311178676738,16.0
hidden_beta,hard,explanation,0.52,-288.86322109015185,16.0
hidden_beta,hard,explanation,0.54,-298.8667672310847,16.0
hidden_beta,hard,explanation,0.56,-308.9335535575192,16.0
hidden_beta,hard,explanation,0.58,-319.05636004043686,16.0
hidden_beta,hard,explanation,0.6,-329.2288377569244,16.0
hidden_beta,hard,explanation,0.62,-339.4454078172295,16.0
hidden_beta,hard,explanation,0.64,-349.7011704142107,16.0
hidden_beta,hard,explanation,0.66,-359.99182342217057,16.0
hidden_beta,hard,explanation,0.68,-370.3135898719322,16.0
hidden_beta,hard,explanation,0.7,-380.66315358068795,16.0
hidden_beta,hard,explanation,0.72,-391.03760220396236,16.0
hidden_beta,hard,explanation,0.74,-401.434376991615,16.0
hidden_beta,hard,explanation,0.76,-411.8512285614802,16.0
hidden_beta,hard,explanation,0.78,-422.28617804656045,16.0
hidden_beta,hard,explanation,0.8,-432.73748301986694,16.0
hidden_beta,hard,explanation,0.82,-443.2036076516762,16.0
hidden_beta,hard,explanation,0.84,-453.68319660468205,16.0
hidden_beta,hard,explanation,0.86,-464.17505222177977,16.0
hidden_beta,hard,explanation,0.88,-474.6781146078711,16.0
hidden_beta,hard,explanation,0.9,-485.19144425058636,16.0
hidden_beta,hard,explanation,0.92,-495.7142068648336,16.0
hidden_beta,hard,explanation,0.94,-506.245660182594,16.0
hidden_beta,hard,explanation,0.96,-516.7851424422995,16.0
hidden_beta,hard,explanation,0.98,-527.3320623616814,16.0
hidden_beta,hard,explanation,1.0,-537.8858904044118,16.0
hidden_beta,hard,explanation,1.02,-548.4461511743457,16.0
hidden_beta,hard,explanation,1.04,-559.01241679182,16.0
hidden_beta,hard,explanation,1.06,-569.5843011250083,16.0
hidden_beta,hard,explanation,1.08,-580.161454765279,16.0
hidden_beta,hard,explanation,1.1,-590.7435606498551,16.0
hidden_beta,hard,explanation,1.12,-601.3303302472863,16.0
hidden_beta,hard,explanation,1.14,-611.9215002324952,16.0
hidden_beta,hard,explanation,1.16,-622.5168295872334,16.0
hidden_beta,hard,explanation,1.18,-633.1160970705224,16.0
hidden_beta,hard,explanation,1.2,-643.7190990104756,16.0
hidden_beta,hard,explanation,1.22,-654.3256473756575,16.0
hidden_beta,hard,explanation,1.24,-664.9355680894569,16.0
hidden_beta,hard,explanation,1.26,-675.5486995553365,16.0
hidden_beta,hard,explanation,1.28,-686.1648913659355,16.0
hidden_beta,hard,explanation,1.3,-696.7840031715637,16.0
hidden_beta,hard,explanation,1.32,-707.4059036876663,16.0
hidden_beta,hard,explanation,1.34,-718.0304698227399,16.0
hidden_beta,hard,explanation,1.36,-728.6575859117615,16.0
hidden_beta,hard,explanation,1.38,-739.2871430404309,16.0
hidden_beta,hard,explanation,1.4,-749.9190384496479,16.0
hidden_beta,hard,explanation,1.42,-760.5531750084615,16.0
hidden_beta,hard,explanation,1.44,-771.1894607484892,16.0
hidden_beta,hard,explanation,1.46,-781.8278084500265,16.0
hidden_beta,hard,explanation,1.48,-792.4681352747027,16.0
hidden_beta,hard,explanation,1.5,-803.1103624381681,16.0
hidden_beta,hard,explanation,1.52,-813.7544149172718,16.0
hidden_beta,hard,explanation,1.54,-824.4002211886243,16.0
hidden_beta,hard,explanation,1.56,-835.0477129937165,16.0
hidden_beta,hard,explanation,1.58,-845.6968251267455,16.0
hidden_beta,hard,explanation,1.6,-856.3474952451297,16.0
hidden_beta,hard,explanation,1.62,-866.99966369585,16.0
hidden_beta,hard,explanation,1.64,-877.6532733571901,16.0
hidden_beta,hard,explanation,1.66,-888.3082694990975,16.0
hidden_beta,hard,explanation,1.68,-898.9645996485161,16.0
hidden_beta,hard,explanation,1.7,-909.6222134769956,16.0
hidden_beta,hard,explanation,1.72,-920.2810626784334,16.0
hidden_beta,hard,explanation,1.74,-930.9411008800652,16.0
hidden_beta,hard,explanation,1.76,-941.6022835466545,16.0
hidden_beta,hard,explanation,1.78,-952.2645678827918,16.0
hidden_beta,hard,explanation,1.8,-962.9279127635701,16.0
hidden_beta,hard,explanation,1.82,-973.5922786647119,16.0
hidden_beta,hard,explanation,1.84,-984.2576275645022,16.0
hidden_beta,hard,explanation,1.86,-994.9239229108211,16.0
hidden_beta,hard,explanation,1.88,-1005.5911295371317,16.0
hidden_beta,hard,explanation,1.9,-1016.259213617906,16.0
hidden_beta,hard,explanation,1.92,-1026.9281426098034,16.0
hidden_beta,hard,explanation,1.94,-1037.5978851760506,16.0
hidden_beta,hard,explanation,1.96,-1048.268411163847,16.0
hidden_beta,hard,explanation,1.98,-1058.939691594629,16.0
hidden_beta,hard,explanation,2.0,-1069.6116985082747,16.0
hidden_beta,hard,explanation,2.02,-1080.2844050071446,16.0
hidden_beta,hard,explanation,2.04,-1090.9577852255748,16.0
hidden_beta,hard,explanation,2.06,-1101.631814269073,16.0
hidden_beta,hard,explanation,2.08,-1112.3064681190529,16.0
hidden_beta,hard,explanation,2.1,-1122.9817236646393,16.0
hidden_beta,hard,explanation,2.12,-1133.6575586665315,16.0
hidden_beta,hard,explanation,2.14,-1144.333951752995,16.0
hidden_beta,hard,explanation,2.16,-1155.010882217774,16.0
hidden_beta,hard,explanation,2.18,-1165.688330225389,16.0
hidden_beta,hard,explanation,2.2,-1176.3662767601231,16.0
hidden_beta,hard,explanation,2.22,-1187.0447033410126,16.0
hidden_beta,hard,explanation,2.24,-1197.7235920095086,16.0
hidden_beta,hard,explanation,2.26,-1208.402926280717,16.0
hidden_beta,hard,explanation,2.28,-1219.0826890034698,16.0
hidden_beta,hard,explanation,2.3,-1229.7628648872424,16.0
hidden_beta,hard,explanation,2.32,-1240.443438246397,16.0
hidden_beta,hard,explanation,2.34,-1251.12439468268,16.0
hidden_beta,hard,explanation,2.36,-1261.8057204413756,16.0
hidden_beta,hard,explanation,2.38,-1272.487401131699,16.0
hidden_beta,hard,explanation,2.4,-1283.1694241309685,16.0
hidden_beta,hard,explanation,2.42,-1293.8517766001705,16.0
hidden_beta,hard,explanation,2.44,-1304.5344462566354,16.0
hidden_beta,hard,explanation,2.46,-1315.2174221170553,16.0
hidden_beta,hard,explanation,2.48,-1325.9006916018866,16.0
hidden_beta,hard,explanation,2.5,-1336.5842458300376,16.0
hidden_beta,hard,explanation,2.52,-1347.2680726380484,16.0
hidden_beta,hard,explanation,2.54,-1357.9521605803016,16.0
hidden_beta,hard,explanation,2.56,-1368.6365045039586,16.0
hidden_beta,hard,explanation,2.58,-1379.3210928109843,16.0
hidden_beta,hard,explanation,2.6,-1390.0059117812089,16.0
hidden_beta,hard,explanation,2.62,-1400.6909620095869,16.0
hidden_beta,hard,explanation,2.64,-1411.3762330271134,16.0
hidden_beta,hard,explanation,2.66,-1422.0617073796327,16.0
hidden_beta,hard,explanation,2.68,-1432.747383922771,16.0
hidden_beta,hard,explanation,2.7,-1443.433254922677,16.0
hidden_beta,hard,explanation,2.72,-1454.1193177251403,16.0
hidden_beta,hard,explanation,2.74,-1464.8055605399065,16.0
hidden_beta,hard,explanation,2.76,-1475.4919831703335,16.0
hidden_beta,hard,explanation,2.78,-1486.1785674557218,16.0
hidden_beta,hard,explanation,2.8,-1496.865316844618,16.0
hidden_beta,hard,explanation,2.82,-1507.5522038310557,16.0
hidden_beta,hard,explanation,2.84,-1518.2392472886072,16.0
hidden_beta,hard,explanation,2.86,-1528.926422823425,16.0
hidden_beta,hard,explanation,2.88,-1539.6137966621397,16.0
hidden_beta,hard,explanation,2.9,-1550.3012740912561,16.0
hidden_beta,hard,explanation,2.92,-1560.9888206309329,16.0
hidden_beta,hard,explanation,2.94,-1571.6765969794812,16.0
hidden_beta,hard,explanation,2.96,-1582.3644013412106,16.0
hidden_beta,hard,explanation,2.98,-1593.0524456767012,16.0
hidden_beta,hard,explanation,3.0,-1603.7404767485039,16.0
hidden_beta,hard,explanation,3.02,-1614.42861657331,16.0
hidden_beta,hard,explanation,3.04,-1625.116853753661,16.0
hidden_beta,hard,explanation,3.06,-1635.8054749778616,16.0
hidden_beta,hard,explanation,3.08,-1646.4937198203916,16.0
hidden_beta,hard,explanation,3.1,-1657.1821225988733,16.0
hidden_beta,hard,explanation,3.12,-1667.8709778258915,16.0
hidden_beta,hard,explanation,3.14,-1678.5595255471608,16.0
hidden_beta,hard,explanation,3.16,-1689.2483891216405,16.0
hidden_beta,hard,explanation,3.18,-1699.9374526864447,16.0
hidden_beta,hard,explanation,3.2,-1710.626830015656,16.0
hidden_beta,hard,explanation,3.22,-1721.315215929274,16.0
hidden_beta,hard,explanation,3.24,-1732.0035324451687,16.0
hidden_beta,hard,explanation,3.26,-1742.6936990605332,16.0
hidden_beta,hard,explanation,3.28,-1753.3832597329588,16.0
hidden_beta,hard,explanation,3.3,-1764.072839208528,16.0
hidden_beta,hard,explanation,3.32,-1774.7607187407561,16.0
hidden_beta,hard,explanation,3.34,-1785.4509395550717,16.0
hidden_beta,hard,explanation,3.36,-1796.1402489830766,16.0
hidden_beta,hard,explanation,3.38,-1806.8314338506345,16.0
hidden_beta,hard,explanation,3.4,-1817.5175257879223,16.0
hidden_beta,hard,explanation,3.42,-1828.208582201752,16.0
hidden_beta,hard,explanation,3.44,-1838.900476047113,16.0
hidden_beta,hard,explanation,3.46,-1849.5934875996788,16.0
hidden_beta,hard,explanation,3.48,-1860.2794727629278,16.0
hidden_beta,hard,explanation,3.5,-1870.9688565495017,16.0
hidden_beta,hard,explanation,3.52,-1881.671266157955,16.0
hidden_beta,hard,explanation,3.54,-1892.3492729007405,16.0
hidden_beta,hard,explanation,3.56,-1903.0443595416275,16.0
hidden_beta,hard,explanation,3.58,-1913.7322998469342,16.0
hidden_beta,hard,explanation,3.6,-1924.4000875459535,16.0
hidden_beta,hard,explanation,3.62,-1935.0996239277733,16.0
hidden_beta,hard,explanation,3.64,-1945.7589445893082,16.0
hidden_beta,hard,explanation,3.66,-1956.4994435621165,16.0
hidden_beta,hard,explanation,3.68,-1967.175840388896,16.0
hidden_beta,hard,explanation,3.7,-1977.8901953827303,16.0
hidden_beta,hard,explanation,3.72,-1988.5655082637015,16.0
hidden_beta,hard,explanation,3.74,-1999.1627769274746,16.0
hidden_beta,hard,explanation,3.76,-2009.8887896110782,16.0
hidden_beta,hard,explanation,3.78,-2020.529591689834,16.0
hidden_beta,hard,explanation,3.8,-2031.3719416773517,16.0
hidden_beta,hard,explanation,3.82,-2042.101933865177,16.0
hidden_beta,hard,explanation,3.84,-2052.6082428813743,16.0
hidden_beta,hard,explanation,3.86,-2063.8144736110544,16.0
hidden_beta,hard,explanation,3.88,-2074.3130569171535,16.0
hidden_beta,hard,explanation,3.9,-2084.823057958608,16.0
hidden_beta,hard,explanation,3.92,-2095.32542382078,16.0
hidden_beta,hard,explanation,3.94,-2105.8185558981804,16.0
hidden_beta,hard,explanation,3.96,-2116.3244721388396,16.0
hidden_beta,hard,explanation,3.98,-2127.5334549977597,16.0
hidden_beta_an,hard,explanation,0.0,-110.90354888959126,16.0
hidden_beta_an,hard,explanation,0.02,-109.5567435323932,16.0
hidden_beta_an,hard,explanation,0.04,-108.7672583747944,16.0
hidden_beta_an,hard,explanation,0.06,-108.52415307676237,16.0
hidden_beta_an,hard,explanation,0.08,-108.80987187630733,16.0
hidden_beta_an,hard,explanation,0.1,-109.60117613016668,16.0
hidden_beta_an,hard,explanation,0.12,-110.87029814383948,16.0
hidden_beta_an,hard,explanation,0.14,-112.58620020564628,16.0
hidden_beta_an,hard,explanation,0.16,-114.71582881194216,16.0
hidden_beta_an,hard,explanation,0.18,-117.2252742150038,16.0
hidden_beta_an,hard,explanation,0.2,-120.08077305405934,16.0
hidden_beta_an,hard,explanation,0.22,-123.24952054611735,16.0
hidden_beta_an,hard,explanation,0.24,-126.70028378361121,16.0
hidden_beta_an,hard,explanation,0.26,-130.40382656239967,16.0
hidden_beta_an,hard,explanation,0.28,-134.33316824744827,16.0
hidden_beta_an,hard,explanation,0.3,-138.4637052061015,16.0
hidden_beta_an,hard,explanation,0.32,-142.77322469413298,16.0
hidden_beta_an,hard,explanation,0.34,-147.2418393008421,16.0
hidden_beta_an,hard,explanation,0.36,-151.85186650036184,16.0
hidden_beta_an,hard,explanation,0.38,-156.5876735534022,16.0
hidden_beta_an,hard,explanation,0.4,-161.43550365904912,16.0
hidden_beta_an,hard,explanation,0.42,-166.3832952864415,16.0
hidden_beta_an,hard,explanation,0.44,-171.42050322354913,16.0
hidden_beta_an,hard,explanation,0.46,-176.53792712335954,16.0
hidden_beta_an,hard,explanation,0.48,-181.7275511785691,16.0
hidden_beta_an,hard,explanation,0.5,-186.98239694170599,16.0
hidden_beta_an,hard,explanation,0.52,-192.2963901388925,16.0
hidden_beta_an,hard,explanation,0.54,-197.66424151225723,16.0
hidden_beta_an,hard,explanation,0.56,-203.08134118694878,16.0
hidden_beta_an,hard,explanation,0.58,-208.54366572465813,16.0
hidden_beta_an,hard,explanation,0.6,-214.04769684045786,16.0
hidden_beta_an,hard,explanation,0.62,-219.59035067960295,16.0
hidden_beta_an,hard,explanation,0.64,-225.16891654215627,16.0
hidden_beta_an,hard,explanation,0.66,-230.78100398099414,16.0
hidden_beta_an,hard,explanation,0.68,-236.42449726475743,16.0
hidden_beta_an,hard,explanation,0.7,-242.09751627880541,16.0
hidden_beta_an,hard,explanation,0.72,-247.79838302534353,16.0
hidden_beta_an,hard,explanation,0.74,-253.52559297270489,16.0
hidden_beta_an,hard,explanation,0.76,-259.27779058944344,16.0
hidden_beta_an,hard,explanation,0.78,-265.05374847920945,16.0
hidden_beta_an,hard,explanation,0.8,-270.85234960610404,16.0
hidden_beta_an,hard,explanation,0.82,-276.67257216679576,16.0
hidden_beta_an,hard,explanation,0.84,-282.51347672520046,16.0
hidden_beta_an,hard,explanation,0.86,-288.3741952781245,16.0
hidden_beta_an,hard,explanation,0.88,-294.25392196655287,16.0
hidden_beta_an,hard,explanation,0.9,-300.15190518759283,16.0
hidden_beta_an,hard,explanation,0.92,-306.06744089720496,16.0
hidden_beta_an,hard,explanation,0.94,-311.99986692419986,16.0
hidden_beta_an,hard,explanation,0.96,-317.9485581422037,16.0
hidden_beta_an,hard,explanation,0.98,-323.91292236889007,16.0
hidden_beta_an,hard,explanation,1.0,-329.8923968809483,16.0
hidden_beta_an,hard,explanation,1.02,-335.8864454503058,16.0
