condition,fsm,task,beta,sum_log_p,count
visible_beta,easy,explanation,1.2,-572.703858603234,15.0
visible_beta,easy,explanation,1.22,-582.2002664389838,15.0
visible_beta,easy,explanation,1.24,-591.6980501864037,15.0
visible_beta,easy,explanation,1.26,-601.1971423330439,15.0
visible_beta,easy,explanation,1.28,-610.6974805555111,15.0
visible_beta,easy,explanation,1.3,-620.1990071017932,15.0
visible_beta,easy,explanation,1.32,-629.7016682611203,15.0
visible_beta,easy,explanation,1.34,-639.2054139098607,15.0
visible_beta,easy,explanation,1.36,-648.7101971208438,15.0
visible_beta,easy,explanation,1.38,-658.2159738280815,15.0
visible_beta,easy,explanation,1.4,-667.7227025366866,15.0
visible_beta,easy,explanation,1.42,-677.2303440718658,15.0
visible_beta,easy,explanation,1.44,-686.7388613637053,15.0
visible_beta,easy,explanation,1.46,-696.248219259365,15.0
visible_beta,easy,explanation,1.48,-705.7583843583038,15.0
visible_beta,easy,explanation,1.5,-715.2693248725532,15.0
visible_beta,easy,explanation,1.52,-724.7810104977303,15.0
visible_beta,easy,explanation,1.54,-734.2934123073615,15.0
visible_beta,easy,explanation,1.56,-743.8065026558322,15.0
visible_beta,easy,explanation,1.58,-753.3202550880765,15.0
visible_beta,easy,explanation,1.6,-762.8346442748147,15.0
visible_beta,easy,explanation,1.62,-772.3496459302878,15.0
visible_beta,easy,explanation,1.64,-781.8652367627632,15.0
visible_beta,easy,explanation,1.66,-791.3813944159508,15.0
visible_beta,easy,explanation,1.68,-800.8980974139824,15.0
visible_beta,easy,explanation,1.7,-810.4153251401198,15.0
visible_beta,easy,explanation,1.72,-819.9330577525416,15.0
visible_beta,easy,explanation,1.74,-829.451276184247,15.0
visible_beta,easy,explanation,1.76,-838.9699621128578,15.0
visible_beta,easy,explanation,1.78,-848.489097872758,15.0
visible_beta,easy,explanation,1.8,-858.0086664976758,15.0
visible_beta,easy,explanation,1.82,-867.5286516578021,15.0
visible_beta,easy,explanation,1.84,-877.049037611245,15.0
visible_beta,easy,explanation,1.86,-886.5698092202638,15.0
visible_beta,easy,explanation,1.88,-896.0909518750759,15.0
visible_beta,easy,explanation,1.9,-905.6124516153966,15.0
visible_beta,easy,explanation,1.92,-915.1342949119361,15.0
visible_beta,easy,explanation,1.94,-924.6564687037777,15.0
visible_beta,easy,explanation,1.96,-934.1789604427169,15.0
visible_beta,easy,explanation,1.98,-943.7017582432833,15.0
visible_beta,easy,explanation,2.0,-953.2248502888436,15.0
visible_beta,easy,explanation,2.02,-962.7482254337073,15.0
visible_beta,easy,explanation,2.04,-972.2718729246553,15.0
visible_beta,easy,explanation,2.06,-981.7957825248607,15.0
visible_beta,easy,explanation,2.08,-991.3199441279835,15.0
visible_beta,easy,explanation,2.1,-1000.8443481499563,15.0
visible_beta,easy,explanation,2.12,-1010.3689852644171,15.0
visible_beta,easy,explanation,2.14,-1019.8938467847375,15.0
visible_beta,easy,explanation,2.16,-1029.418923683595,15.0
visible_beta,easy,explanation,2.18,-1038.9442080080294,15.0
visible_beta,easy,explanation,2.2,-1048.4696920268095,15.0
visible_beta,easy,explanation,2.22,-1057.9953682292473,15.0
visible_beta,easy,explanation,2.24,-1067.5212277746436,15.0
visible_beta,easy,explanation,2.26,-1077.047266592562,15.0
visible_beta,easy,explanation,2.28,-1086.5734739224379,15.0
visible_beta,easy,explanation,2.3,-1096.0998465197779,15.0
visible_beta,easy,explanation,2.32,-1105.626375731934,15.0
visible_beta,easy,explanation,2.34,-1115.1530568235862,15.0
visible_beta,easy,explanation,2.36,-1124.679886044538,15.0
visible_beta,easy,explanation,2.38,-1134.206853127055,15.0
visible_beta,easy,explanation,2.4,-1143.7339562949212,15.0
visible_beta,easy,explanation,2.42,-1153.2611884684895,15.0
visible_beta,easy,explanation,2.44,-1162.7885434511102,15.0
visible_beta,easy,explanation,2.46,-1172.3160219379843,15.0
visible_beta,easy,explanation,2.48,-1181.8436113356793,15.0
visible_beta,easy,explanation,2.5,-1191.3713155654164,15.0
visible_beta,easy,explanation,2.52,-1200.8991251792995,15.0
visible_beta,easy,explanation,2.54,-1210.427027052681,15.0
visible_beta,easy,explanation,2.56,-1219.9550425291982,15.0
visible_beta,easy,explanation,2.58,-1229.4831540545197,15.0
visible_beta,easy,explanation,2.6,-1239.0113309956992,15.0
visible_beta,easy,explanation,2.62,-1248.539621116146,15.0
visible_beta,easy,explanation,2.64,-1258.0680109025238,15.0
visible_beta,easy,explanation,2.66,-1267.596439686674,15.0
visible_beta,easy,explanation,2.68,-1277.1249580488327,15.0
visible_beta,easy,explanation,2.7,-1286.653542787166,15.0
visible_beta,easy,explanation,2.72,-1296.18220821311,15.0
visible_beta,easy,explanation,2.74,-1305.7109678217314,15.0
visible_beta,easy,explanation,2.76,-1315.2397924859301,15.0
visible_beta,easy,explanation,2.78,-1324.7686462149322,15.0
visible_beta,easy,explanation,2.8,-1334.2976166457822,15.0
visible_beta,easy,explanation,2.82,-1343.8265273647876,15.0
visible_beta,easy,explanation,2.84,-1353.3555024741515,15.0
visible_beta,easy,explanation,2.86,-1362.8845170702728,15.0
visible_beta,easy,explanation,2.88,-1372.4138940521334,15.0
visible_beta,easy,explanation,2.9,-1381.943089623519,15.0
visible_beta,easy,explanation,2.92,-1391.4720901498363,15.0
visible_beta,easy,explanation,2.94,-1401.00162721679,15.0
visible_beta,easy,explanation,2.96,-1410.530836822452,15.0
visible_beta,easy,explanation,2.98,-1420.0605799896477,15.0
visible_beta,easy,explanation,3.0,-1429.5899267447528,15.0
visible_beta,easy,explanation,3.02,-1439.1191495243595,15.0
visible_beta,easy,explanation,3.04,-1448.648443468514,15.0
visible_beta,easy,explanation,3.06,-1458.1792215694095,15.0
visible_beta,easy,explanation,3.08,-1467.7075277688452,15.0
visible_beta,easy,explanation,3.1,-1477.2363185816566,15.0
visible_beta,easy,explanation,3.12,-1486.7671496145335,15.0
visible_beta,easy,explanation,3.14,-1496.2955411697787,15.0
visible_beta,easy,explanation,3.16,-1505.8254248761452,15.0
visible_beta,easy,explanation,3.18,-1515.3560898121568,15.0
visible_beta,easy,explanation,3.2,-1524.8875785725202,15.0
visible_beta,easy,explanation,3.22,-1534.4149605076746,15.0
visible_beta,easy,explanation,3.24,-1543.9402842897982,15.0
visible_beta,easy,explanation,3.26,-1553.4750493167126,15.0
visible_beta,easy,explanation,3.28,-1563.0065548197997,15.0
visible_beta,easy,explanation,3.3,-1572.5358827270775,15.0
visible_beta,easy,explanation,3.32,-1582.0590650051706,15.0
visible_beta,easy,explanation,3.34,-1591.592981309967,15.0
visible_beta,easy,explanation,3.36,-1601.1223818385317,15.0
visible_beta,easy,explanation,3.38,-1610.660489480996,15.0
visible_beta,easy,explanation,3.4,-1620.1701498108914,15.0
visible_beta,easy,explanation,3.42,-1629.7058799397055,15.0
visible_beta,easy,explanation,3.44,-1639.2489332047912,15.0
visible_beta,easy,explanation,3.46,-1648.8024322603121,15.0
visible_beta,easy,explanation,3.48,-1658.3075429946782,15.0
visible_beta,easy,explanation,3.5,-1667.8348651189272,15.0
visible_beta,easy,explanation,3.52,-1677.4230296963592,15.0
visible_beta,easy,explanation,3.54,-1686.9045268704776,15.0
visible_beta,easy,explanation,3.56,-1696.4629743868832,15.0
visible_beta,easy,explanation,3.58,-1705.9829652799413,15.0
visible_beta,easy,explanation,3.6,-1715.3935745719116,15.0
visible_beta,easy,explanation,3.62,-1724.9675851042684,15.0
visible_beta,easy,explanation,3.64,-1734.3407055574348,15.0
visible_beta,easy,explanation,3.66,-1744.1198878419261,15.0
visible_beta,easy,explanation,3.68,-1753.5768905541354,15.0
visible_beta,easy,explanation,3.7,-1763.2472161250496,15.0
visible_beta,easy,explanation,3.72,-1772.7081370796343,15.0
visible_beta,easy,explanation,3.74,-1781.7295128928201,15.0
visible_beta,easy,explanation,3.76,-1791.5077420744296,15.0
visible_beta,easy,explanation,3.78,-1800.74749877064,15.0
visible_beta,easy,explanation,3.8,-1811.1138003735923,15.0
visible_beta,easy,explanation,3.82,-1820.7931270642628,15.0
visible_beta,easy,explanation,3.84,-1829.3874876179257,15.0
visible_beta,easy,explanation,3.86,-1841.4046837507642,15.0
visible_beta,easy,explanation,3.88,-1849.881490207347,15.0
visible_beta,easy,explanation,3.9,-1858.7390185689128,15.0
visible_beta,easy,explanation,3.92,-1867.3028470901138,15.0
visible_beta,easy,explanation,3.94,-1876.010740204794,15.0
visible_beta,easy,explanation,3.96,-1884.4426659412243,15.0
visible_beta,easy,explanation,3.98,-1896.636773254742,15.0
hidden_beta,easy,explanation,0.0,-103.9720770839918,15.0
hidden_beta,easy,explanation,0.02,-100.70872359692147,15.0
hidden_beta,easy,explanation,0.04,-98.37716873900054,15.0
hidden_beta,easy,explanation,0.06,-96.95909561436522,15.0
hidden_beta,easy,explanation,0.08,-96.42504973566427,15.0
hidden_beta,easy,explanation,0.1,-96.73592359654197,15.0
hidden_beta,easy,explanation,0.12,-97.84480777314309,15.0
hidden_beta,easy,explanation,0.14,-99.6990314591168,15.0
hidden_beta,easy,explanation,0.16,-102.24222097568433,15.0
hidden_beta,easy,explanation,0.18,-105.4162318698989,15.0
hidden_beta,easy,explanation,0.2,-109.16284982148986,15.0
hidden_beta,easy,explanation,0.22,-113.42519858881042,15.0
hidden_beta,easy,explanation,0.24,-118.14883241293941,15.0
hidden_beta,easy,explanation,0.26,-123.2825213067406,15.0
hidden_beta,easy,explanation,0.28,-128.7787589037909,15.0
hidden_beta,easy,explanation,0.3,-134.5940345309952,15.0
hidden_beta,easy,explanation,0.32,-140.6889155969855,15.0
hidden_beta,easy,explanation,0.34,-147.02798538666386,15.0
hidden_beta,easy,explanation,0.36,-153.57967695953886,15.0
hidden_beta,easy,explanation,0.38,-160.3160377364126,15.0
hidden_beta,easy,explanation,0.4,-167.2124527393727,15.0
hidden_beta,easy,explanation,0.42,-174.24734810884908,15.0
hidden_beta,easy,explanation,0.44,-181.40189089720894,15.0
hidden_beta,easy,explanation,0.46,-188.6596964191922,15.0
hidden_beta,easy,explanation,0.48,-196.00655065021024,15.0
hidden_beta,easy,explanation,0.5,-203.43015223399095,15.0
hidden_beta,easy,explanation,0.52,-210.91987647490313,15.0
hidden_beta,easy,explanation,0.54,-218.46656211674355,15.0
hidden_beta,easy,explanation,0.56,-226.06232062239647,15.0
hidden_beta,easy,explanation,0.58,-233.70036695512073,15.0
hidden_beta,easy,explanation,0.6,-241.37487042767987,15.0
hidden_beta,easy,explanation,0.62,-249.08082395356615,15.0
hidden_beta,easy,explanation,0.64,-256.8139299452496,15.0
hidden_beta,easy,explanation,0.66,-264.5705011119571,15.0
hidden_beta,easy,explanation,0.68,-272.3473744798812,15.0
hidden_beta,easy,explanation,0.7,-280.1418370660941,15.0
hidden_beta,easy,explanation,0.72,-287.9515617661928,15.0
hidden_beta,easy,explanation,0.74,-295.7745521525662,15.0
hidden_beta,easy,explanation,0.76,-303.60909501700945,15.0
hidden_beta,easy,explanation,0.78,-311.4537196229224,15.0
hidden_beta,easy,explanation,0.8,-319.3071627554511,15.0
hidden_beta,easy,explanation,0.82,-327.168338770877,15.0
hidden_beta,easy,explanation,0.84,-335.0363139487895,15.0
hidden_beta,easy,explanation,0.86,-342.91028454197794,15.0
hidden_beta,easy,explanation,0.88,-350.7895580000626,15.0
hidden_beta,easy,explanation,0.9,-358.6735369142409,15.0
hidden_beta,easy,explanation,0.92,-366.5617052930685,15.0
hidden_beta,easy,explanation,0.94,-374.45361683357544,15.0
hidden_beta,easy,explanation,0.96,-382.3488848994333,15.0
hidden_beta,easy,explanation,0.98,-390.2471739587558,15.0
hidden_beta,easy,explanation,1.0,-398.1481922693754,15.0
hidden_beta,easy,explanation,1.02,-406.0516856302286,15.0
hidden_beta,easy,explanation,1.04,-413.9574320430993,15.0
hidden_beta,easy,explanation,1.06,-421.86523715216174,15.0
hidden_beta,easy,explanation,1.08,-429.77493034740615,15.0
hidden_beta,easy,explanation,1.1,-437.68636143508417,15.0
hidden_beta,easy,explanation,1.12,-445.5993977920009,15.0
hidden_beta,easy,explanation,1.14,-453.5139219330503,15.0
hidden_beta,easy,explanation,1.16,-461.42982943148877,15.0
hidden_beta,easy,explanation,1.18,-469.347027140092,15.0
hidden_beta,easy,explanation,1.2,-477.2654316693356,15.0
hidden_beta,easy,explanation,1.22,-485.18496808528016,15.0
hidden_beta,easy,explanation,1.24,-493.10556879417095,15.0
hidden_beta,easy,explanation,1.26,-501.02717258739847,15.0
hidden_beta,easy,explanation,1.28,-508.9497238228764,15.0
hidden_beta,easy,explanation,1.3,-516.8731717230013,15.0
hidden_beta,easy,explanation,1.32,-524.7974697720612,15.0
hidden_beta,easy,explanation,1.34,-532.7225751986456,15.0
hidden_beta,easy,explanation,1.36,-540.6484485311349,15.0
hidden_beta,easy,explanation,1.38,-548.5750532149696,15.0
hidden_beta,easy,explanation,1.4,-556.5023552830615,15.0
hidden_beta,easy,explanation,1.42,-564.4303230706454,15.0
hidden_beta,easy,explanation,1.44,-572.3589269705917,15.0
hidden_beta,easy,explanation,1.46,-580.288139221315,15.0
hidden_beta,easy,explanation,1.48,-588.2179337212256,15.0
hidden_beta,easy,explanation,1.5,-596.1482858714143,15.0
hidden_beta,easy,explanation,1.52,-604.0791724340966,15.0
hidden_beta,easy,explanation,1.54,-612.0105714124884,15.0
hidden_beta,easy,explanation,1.56,-619.9424619472171,15.0
hidden_beta,easy,explanation,1.58,-627.8748242175749,15.0
hidden_beta,easy,explanation,1.6,-635.8076393693734,15.0
hidden_beta,easy,explanation,1.62,-643.7408894327924,15.0
hidden_beta,easy,explanation,1.64,-651.6745572649077,15.0
hidden_beta,easy,explanation,1.66,-659.6086264942971,15.0
hidden_beta,easy,explanation,1.68,-667.5430814606628,15.0
hidden_beta,easy,explanation,1.7,-675.4779071947887,15.0
hidden_beta,easy,explanation,1.72,-683.4130893375852,15.0
hidden_beta,easy,explanation,1.74,-691.348614141839,15.0
hidden_beta,easy,explanation,1.76,-699.2844684323576,15.0
hidden_beta,easy,explanation,1.78,-707.2206395423847,15.0
hidden_beta,easy,explanation,1.8,-715.1571153325119,15.0
hidden_beta,easy,explanation,1.82,-723.0938841538687,15.0
hidden_beta,easy,explanation,1.84,-731.030934781492,15.0
hidden_beta,easy,explanation,1.86,-738.9682564579864,15.0
hidden_beta,easy,explanation,1.88,-746.9058388084102,15.0
hidden_beta,easy,explanation,1.9,-754.8436719370991,15.0
hidden_beta,easy,explanation,1.92,-762.7817462614207,15.0
hidden_beta,easy,explanation,1.94,-770.7200525499796,15.0
hidden_beta,easy,explanation,1.96,-778.6585819218172,15.0
hidden_beta,easy,explanation,1.98,-786.5973260025409,15.0
hidden_beta,easy,explanation,2.0,-794.5362764625386,15.0
hidden_beta,easy,explanation,2.02,-802.47542541235,15.0
hidden_beta,easy,explanation,2.04,-810.4147653256773,15.0
hidden_beta,easy,explanation,2.06,-818.3542889922887,15.0
hidden_beta,easy,explanation,2.08,-826.2939892679882,15.0
hidden_beta,easy,explanation,2.1,-834.2338594361047,15.0
hidden_beta,easy,explanation,2.12,-842.1738929126203,15.0
hidden_beta,easy,explanation,2.14,-850.114083669123,15.0
hidden_beta,easy,explanation,2.16,-858.0544252759598,15.0
hidden_beta,easy,explanation,2.18,-865.9949121707988,15.0
hidden_beta,easy,explanation,2.2,-873.9355390291487,15.0
hidden_beta,easy,explanation,2.22,-881.8763004773243,15.0
hidden_beta,easy,explanation,2.24,-889.8171902009317,15.0
hidden_beta,easy,explanation,2.26,-897.7582057234276,15.0
hidden_beta,easy,explanation,2.28,-905.6993390956591,15.0
hidden_beta,easy,explanation,2.3,-913.6405882648734,15.0
hidden_beta,easy,explanation,2.32,-921.5819470080373,15.0
hidden_beta,easy,explanation,2.34,-929.523412076135,15.0
hidden_beta,easy,explanation,2.36,-937.4649809911314,15.0
hidden_beta,easy,explanation,2.38,-945.4066465598662,15.0
hidden_beta,easy,explanation,2.4,-953.3484071303741,15.0
hidden_beta,easy,explanation,2.42,-961.2902582247133,15.0
hidden_beta,easy,explanation,2.44,-969.2321950973467,15.0
hidden_beta,easy,explanation,2.46,-977.1742186336536,15.0
hidden_beta,easy,explanation,2.48,-985.1163194980317,15.0
hidden_beta,easy,explanation,2.5,-993.0585011452504,15.0
hidden_beta,easy,explanation,2.52,-1001.0007566370995,15.0
hidden_beta,easy,explanation,2.54,-1008.9430758624992,15.0
hidden_beta,easy,explanation,2.56,-1016.8854760632463,15.0
hidden_beta,easy,explanation,2.58,-1024.8279434371539,15.0
hidden_beta,easy,explanation,2.6,-1032.7704537661994,15.0
hidden_beta,easy,explanation,2.62,-1040.713047875134,15.0
hidden_beta,easy,explanation,2.64,-1048.6557096854258,15.0
hidden_beta,easy,explanation,2.66,-1056.5983962784344,15.0
hidden_beta,easy,explanation,2.68,-1064.5411473904687,15.0
hidden_beta,easy,explanation,2.7,-1072.4839448095624,15.0
hidden_beta,easy,explanation,2.72,-1080.4268024632918,15.0
hidden_beta,easy,explanation,2.74,-1088.3697205124827,15.0
hidden_beta,easy,explanation,2.76,-1096.312690625504,15.0
hidden_beta,easy,explanation,2.78,-1104.255678757021,15.0
hidden_beta,easy,explanation,2.8,-1112.1987481745382,15.0
hidden_beta,easy,explanation,2.82,-1120.1417578495284,15.0
hidden_beta,easy,explanation,2.84,-1128.0848385989077,15.0
hidden_beta,easy,explanation,2.86,-1136.0279098304054,15.0
hidden_beta,easy,explanation,2.88,-1143.9712826197738,15.0
hidden_beta,easy,explanation,2.9,-1151.9145257138491,15.0
hidden_beta,easy,explanation,2.92,-1159.857588086754,15.0
hidden_beta,easy,explanation,2.94,-1167.8010716572328,15.0
hidden_beta,easy,explanation,2.96,-1175.7442623889913,15.0
hidden_beta,easy,explanation,2.98,-1183.6879434096531,15.0
hidden_beta,easy,explanation,3.0,-1191.6312373362618,15.0
hidden_beta,easy,explanation,3.02,-1199.574451793651,15.0
hidden_beta,easy,explanation,3.04,-1207.517746830758,15.0
hidden_beta,easy,explanation,3.06,-1215.462143436924,15.0
hidden_beta,easy,explanation,3.08,-1223.4046633724033,15.0
hidden_beta,easy,explanation,3.1,-1231.3475572896118,15.0
hidden_beta,easy,explanation,3.12,-1239.2919341964064,15.0
hidden_beta,easy,explanation,3.14,-1247.2346102433175,15.0
hidden_beta,easy,explanation,3.16,-1255.1783339699277,15.0
hidden_beta,easy,explanation,3.18,-1263.1225140549052,15.0
hidden_beta,easy,explanation,3.2,-1271.0676827691775,15.0
hidden_beta,easy,explanation,3.22,-1279.0091143341783,15.0
hidden_beta,easy,explanation,3.24,-1286.9491654146702,15.0
hidden_beta,easy,explanation,3.26,-1294.8967508923506,15.0
hidden_beta,easy,explanation,3.28,-1302.8420572314408,15.0
hidden_beta,easy,explanation,3.3,-1310.785921239741,15.0
hidden_beta,easy,explanation,3.32,-1318.723559861259,15.0
hidden_beta,easy,explanation,3.34,-1326.67068768481,15.0
hidden_beta,easy,explanation,3.36,-1334.614037045687,15.0
hidden_beta,easy,explanation,3.38,-1342.5651780936705,15.0
hidden_beta,easy,explanation,3.4,-1350.491785428637,15.0
hidden_beta,easy,explanation,3.42,-1358.442979285514,15.0
hidden_beta,easy,explanation,3.44,-1366.3965453900662,15.0
hidden_beta,easy,explanation,3.46,-1374.3551240826546,15.0
hidden_beta,easy,explanation,3.48,-1382.280331680316,15.0
hidden_beta,easy,explanation,3.5,-1390.2214438409383,15.0
hidden_beta,easy,explanation,3.52,-1398.2154994938066,15.0
hidden_beta,easy,explanation,3.54,-1406.1186091594127,15.0
hidden_beta,easy,explanation,3.56,-1414.078366694126,15.0
hidden_beta,easy,explanation,3.58,-1422.0148626672324,15.0
hidden_beta,easy,explanation,3.6,-1429.8713510727387,15.0
hidden_beta,easy,explanation,3.62,-1437.8522314793936,15.0
hidden_beta,easy,explanation,3.64,-1445.6668974396503,15.0
hidden_beta,easy,explanation,3.66,-1453.7980256933797,15.0
hidden_beta,easy,explanation,3.68,-1461.7078419004522,15.0
hidden_beta,easy,explanation,3.7,-1469.7622616896379,15.0
hidden_beta,easy,explanation,3.72,-1477.6252417752435,15.0
hidden_beta,easy,explanation,3.74,-1485.2083829691708,15.0
hidden_beta,easy,explanation,3.76,-1493.2896447646422,15.0
hidden_beta,easy,explanation,3.78,-1501.04721988871,15.0
