participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,response_correct_mm,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,response_correct_mm_an,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
23,easy,12,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.022727272727272728,0.9423076923076923,2.1392278702122054,1.0,,,,,control,,,,,
23,easy,13,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,aa,False,0.0,1.0,0.058429962894248615,0.8676739926739926,1.8095826249464706,0.0,0.022727272727272728,0.9423076923076923,2.1392278702122054,0.0,control,,,,,
23,easy,14,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,bb,True,0.6,1.0,0.5299808146399055,0.907861369399831,0.4698965428464898,1.0,0.8928571428571429,0.9423076923076923,0.048605679342785785,1.0,control,,,,,
23,easy,15,visible,easy_c_vis_0a0,0,a,2.0,0.0,a,b,a,a,True,0.6,0.0,0.5681818181818182,0.019230769230769232,1.7234994669567563,1.0,,,,,control,,,,,
23,easy,16,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,a,False,0.0,1.0,0.05,0.8928571428571429,1.8899514954072685,0.0,,,,,control,,,,,
23,easy,17,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,a,True,0.4,0.0,0.38636363636363635,0.019230769230769232,1.405895714639926,1.0,,,,,control,,,,,
23,easy,18,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,ab,False,0.6,0.0,0.5469735621521337,0.042255363683935114,1.5146816531253209,0.0,0.5681818181818182,0.019230769230769232,1.7234994669567563,0.0,control,,,,,
23,easy,19,hidden,easy_c_hid_03-ab-aa,0,,,3.0,ab,aa,aa,aa,True,0.0,0.4,0.05501046572475144,0.3524930426716141,1.0712797522657618,1.0,0.019230769230769232,0.38636363636363635,1.405895714639926,1.0,control,,,,,
24,easy,0,hidden,easy_c_hid_03-ab-aa,0,,,3.0,ab,aa,aa,ab,False,0.0,0.4,0.08035714285714286,0.38241071428571427,0.9838568434488152,0.0,0.03571428571428571,0.4375,1.3763769244625446,0.0,control,,,,,
24,easy,1,hidden,easy_c_hid_32-aa-bb,3,,,2.0,aa,bb,aa,aa,True,0.4,0.0,0.35112670068027213,0.08649553571428571,0.8833409312121238,1.0,0.125,0.03125,0.5389965007326869,1.0,control,,,,,
24,easy,2,visible,easy_c_vis_0b2,0,b,2.0,2.0,a,b,b,a,False,0.0,1.0,0.020833333333333332,0.8928571428571429,2.1061746038769047,0.0,,,,,control,,,,,
24,easy,3,visible,easy_c_vis_0a0,0,a,2.0,0.0,a,b,a,b,False,0.6,0.0,0.5208333333333334,0.03571428571428571,1.5205108260463316,0.0,,,,,control,,,,,
24,easy,4,visible,easy_c_vis_2a3,2,a,3.0,3.0,a,b,b,b,True,0.0,1.0,0.03571428571428571,0.90625,2.0034339931935,1.0,,,,,control,,,,,
24,easy,5,visible,easy_c_vis_3b3,3,b,3.0,3.0,a,b,b,b,True,0.0,1.0,0.03571428571428571,0.90625,2.0034339931935,1.0,,,,,control,,,,,
24,easy,6,hidden,easy_c_hid_32-ab-ba,3,,,2.0,ab,ba,ab,ab,True,0.4,0.0,0.36224489795918374,0.0634858630952381,1.0393683104508027,1.0,0.0625,0.03571428571428571,0.18012616623051883,1.0,control,,,,,
24,easy,7,hidden,easy_c_hid_00-aa-ab,0,,,0.0,aa,ab,aa,aa,True,0.6,0.0,0.49252976190476194,0.07410714285714284,1.2247302295538944,1.0,0.5208333333333334,0.03571428571428571,1.5205108260463316,1.0,control,,,,,
24,easy,8,visible,easy_c_vis_2a1,2,a,3.0,1.0,a,b,a,a,True,0.6,0.0,0.6071428571428571,0.03125,1.6841288050356893,1.0,,,,,control,,,,,
24,easy,9,hidden,easy_c_hid_22-aa-bb,2,,,2.0,aa,bb,bb,bb,True,0.6,1.0,0.46137152777777785,0.8329081632653061,0.5079238181681621,1.0,0.85,0.8928571428571429,0.04412480490893806,1.0,control,,,,,
24,easy,10,visible,easy_c_vis_3b0,3,b,3.0,0.0,a,b,a,b,False,0.4,0.0,0.32142857142857145,0.03125,1.1665463988068192,0.0,,,,,control,,,,,
24,easy,11,visible,easy_c_vis_0a2,0,a,2.0,2.0,a,b,b,a,False,0.0,1.0,0.020833333333333332,0.8928571428571429,2.1061746038769047,0.0,,,,,control,,,,,
24,easy,12,visible,easy_c_vis_2b2,2,b,2.0,2.0,a,b,b,b,True,0.0,1.0,0.020833333333333332,0.8928571428571429,2.1061746038769047,1.0,,,,,control,,,,,
24,easy,13,visible,easy_c_vis_0a3,0,a,2.0,3.0,a,b,a,a,True,0.4,0.0,0.4375,0.03571428571428571,1.3763769244625446,1.0,,,,,control,,,,,
24,easy,14,hidden,easy_c_hid_21-ab-aa,2,,,1.0,ab,aa,aa,aa,True,0.0,0.24,0.031994047619047616,0.2947048611111111,1.095381470782744,1.0,0.03125,0.05,0.13353139262452274,1.0,control,,,,,
24,easy,15,hidden,easy_c_hid_31-aa-ba,3,,,1.0,aa,ba,ba,aa,False,0.0,0.6,0.11439200680272107,0.5563430059523808,1.1188773804220957,0.0,0.125,0.6071428571428571,1.1451323043030024,0.0,control,,,,,
24,easy,16,visible,easy_c_vis_0b3,0,b,2.0,3.0,a,b,a,b,False,0.4,0.0,0.4375,0.03571428571428571,1.3763769244625446,0.0,,,,,control,,,,,
24,easy,17,hidden,easy_c_hid_02-aa-bb,0,,,2.0,aa,bb,bb,bb,True,0.0,1.0,0.06824404761904762,0.8404017857142858,1.7208916258459905,1.0,0.020833333333333332,0.8928571428571429,2.1061746038769047,1.0,control,,,,,
24,easy,18,hidden,easy_c_hid_33-bb-ba,3,,,3.0,bb,ba,bb,bb,True,1.0,0.0,0.8253348214285714,0.051506696428571426,1.8095258163081283,1.0,0.90625,0.03571428571428571,2.0034339931934997,1.0,control,,,,,
24,easy,19,hidden,easy_c_hid_23-aa-ab,2,,,3.0,aa,ab,ab,ab,True,0.0,0.4,0.05338541666666667,0.4148065476190476,1.2108373773518564,1.0,0.05,0.03125,0.13353139262452277,0.0,control,,,,,
25,hard,1,hidden,hard_p_hid_3ab23,3,a,,,2,3,,3,True,0.0,0.4,0.047576904296875,0.2880859375,0.9668773785309323,1.0,0.02777099609375,0.02777099609375,0.0,,prediction,b,3.0,,,
25,hard,2,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.84814453125,0.051422119140625,1.8344355220644948,1.0,0.90625,0.03125,2.03688192726104,1.0,prediction,a,2.0,,,
25,hard,3,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.08333333333333333,0.4166666666666667,1.0360919316867756,0.0,,,,,prediction,a,1.0,,,
25,hard,4,hidden,hard_p_hid_1ba30,1,b,,,3,0,,0,True,0.0,0.4,0.0743408203125,0.348876953125,0.9457366828745899,1.0,0.08331298828125,0.416748046875,1.0363604085333344,1.0,prediction,a,0.0,,,
25,hard,5,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.5416666666666666,0.041666666666666664,1.5105920777974677,0.0,,,,,prediction,b,2.0,,,
25,hard,6,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.5681818181818182,0.022727272727272728,1.6945957207744071,1.0,,,,,prediction,b,1.0,,,
25,hard,7,hidden,hard_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.4,0.09112548828125,0.2474365234375,0.5976517629320823,0.0,0.03125,0.28125,1.0663514264498881,0.0,prediction,a,0.0,,,
25,hard,8,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,3,False,0.0,0.4,0.03125,0.28125,1.0663514264498881,0.0,,,,,prediction,a,0.0,,,
25,hard,9,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.0743408203125,0.32421875,0.8892371211845519,1.0,0.08331298828125,0.08331298828125,0.0,,prediction,a,2.0,,,
25,hard,10,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,0,False,1.0,0.0,0.625,0.125,1.1700712526502546,0.0,,,,,prediction,a,3.0,,,
25,hard,11,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,0,True,0.4,0.0,0.3611111111111111,0.027777777777777776,1.2833463918674484,1.0,,,,,prediction,b,0.0,,,
25,hard,12,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.07745361328125,0.1998291015625,0.5245034097440044,1.0,0.03125,0.03125,0.0,,prediction,a,3.0,,,
25,hard,13,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.35693359375,0.208251953125,0.3936205930585359,1.0,0.58349609375,0.02777099609375,1.6769813725144918,1.0,prediction,b,1.0,,,
25,hard,14,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.65625,0.03125,1.751268107873318,1.0,,,,,prediction,a,2.0,,,
25,hard,15,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.03125,0.90625,2.03688192726104,1.0,,,,,prediction,a,2.0,,,
25,hard,16,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,3,True,1.0,0.0,0.875,0.041666666666666664,1.9289605907415401,1.0,,,,,prediction,b,3.0,,,
25,hard,17,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.36376953125,0.552734375,0.34178254116616247,0.0,0.568359375,0.386474609375,0.3176413055271731,1.0,prediction,b,3.0,,,
25,hard,18,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.375,0.041666666666666664,1.209837923778334,0.0,,,,,prediction,b,3.0,,,
25,hard,19,hidden,hard_p_hid_2ab12,2,a,,,1,2,,1,True,0.6,0.0,0.548828125,0.044097900390625,1.5046749187247535,1.0,0.58349609375,0.02777099609375,1.6769813725144918,1.0,prediction,b,1.0,,,
25,hard,20,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.30029296875,0.217041015625,0.23316554855579621,0.0,0.625,0.125,1.1700712526502546,0.0,prediction,a,3.0,,,
26,easy,1,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,0.45,0.05,1.2992829841302609,1.0,,,,,prediction,a,0.0,,,
26,easy,2,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,3,False,0.6,0.0,0.45,0.05,1.2992829841302609,0.0,,,,,prediction,a,1.0,,,
26,easy,3,hidden,easy_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.6,0.0404052734375,0.5791015625,1.576237641973943,1.0,0.0208282470703125,0.60400390625,1.762413813263748,1.0,prediction,a,0.0,,,
26,easy,4,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,3,True,0.0,1.0,0.041666666666666664,0.875,1.92896059074154,1.0,,,,,prediction,b,3.0,,,
26,easy,5,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,0.8928571428571429,0.03571428571428571,1.9900349539642512,1.0,,,,,prediction,b,2.0,,,
26,easy,6,hidden,easy_p_hid_2ba13,2,b,,,1,3,,1,False,0.0,0.4,0.032257080078125,0.33642578125,1.193870724454276,0.0,0.0208282470703125,0.354248046875,1.3242733160677826,0.0,prediction,a,3.0,,,
26,easy,7,hidden,easy_p_hid_2ab13,2,a,,,1,3,,3,True,0.0,0.4,0.03936767578125,0.33447265625,1.1370174208095505,1.0,0.03570556640625,0.03570556640625,0.0,,prediction,b,3.0,,,
26,easy,8,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,0.9375,0.020833333333333332,2.1501570664782337,1.0,,,,,prediction,b,2.0,,,
26,easy,9,hidden,easy_p_hid_3ab21,3,a,,,2,1,,1,False,0.4,0.0,0.5068359375,0.075439453125,1.2409644833994193,0.0,0.89306640625,0.03570556640625,1.9903099502373582,0.0,prediction,b,2.0,,,
26,easy,10,hidden,easy_p_hid_2ab03,2,a,,,0,3,,0,False,0.0,0.4,0.049774169921875,0.33447265625,1.0650043854074671,0.0,0.03570556640625,0.03570556640625,0.0,,prediction,b,3.0,,,
26,easy,11,hidden,easy_p_hid_0ba30,0,b,,,3,0,,3,False,0.4,0.6,0.32373046875,0.5791015625,0.47167312676945605,0.0,0.354248046875,0.60400390625,0.4381404971959654,0.0,prediction,a,0.0,,,
26,easy,12,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,3,False,0.0,1.0,0.125,0.625,1.1700712526502546,0.0,,,,,prediction,b,0.0,,,
26,easy,13,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,0.065185546875,0.4013671875,1.1102693732103226,1.0,0.04998779296875,0.449951171875,1.2992755853000157,1.0,prediction,a,1.0,,,
26,easy,14,hidden,easy_p_hid_2aa31,2,a,,,3,1,,1,True,0.0,0.24,0.04925537109375,0.1839599609375,0.6431745067547939,1.0,0.03570556640625,0.03570556640625,0.0,,prediction,a,1.0,,,
26,easy,15,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,0.05,0.45,1.2992829841302607,1.0,,,,,prediction,a,1.0,,,
26,easy,16,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,0.625,0.125,1.1700712526502546,1.0,,,,,prediction,a,0.0,,,
26,easy,17,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,2,True,1.0,0.0,0.8928571428571429,0.03571428571428571,1.9900349539642512,1.0,,,,,prediction,a,2.0,,,
26,easy,18,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,0.58251953125,0.0968017578125,1.2435942273134186,1.0,0.89306640625,0.03570556640625,1.9903099502373582,1.0,prediction,a,2.0,,,
26,easy,19,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,3,True,0.0,0.4,0.020833333333333332,0.3541666666666667,1.3240520522426698,1.0,,,,,prediction,a,3.0,,,
26,easy,20,hidden,easy_p_hid_3aa21,3,a,,,2,1,,1,False,0.4,0.0,0.461669921875,0.09588623046875,1.0533803158165411,0.0,0.89306640625,0.03570556640625,1.9903099502373582,0.0,prediction,a,2.0,,,
27,hard,1,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,0,True,0.0,0.4,0.03571428571428571,0.4642857142857143,1.4250088733005808,1.0,,,,,prediction,a,0.0,,,
27,hard,2,hidden,hard_p_hid_3aa03,3,a,,,0,3,,3,True,0.0,0.4,0.06756591796875,0.411865234375,1.1166845623208037,1.0,0.04998779296875,0.85009765625,1.8460108647876923,1.0,prediction,a,3.0,,,
27,hard,3,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,3,True,1.0,0.0,0.85,0.05,1.8458266904983305,1.0,,,,,prediction,a,3.0,,,
27,hard,4,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,3,False,0.4,0.0,0.40625,0.03125,1.3499267169490157,0.0,,,,,prediction,b,0.0,,,
27,hard,5,hidden,hard_p_hid_1ba32,1,b,,,3,2,,2,True,0.0,0.24,0.08087158203125,0.26513671875,0.702484567448215,1.0,0.08331298828125,0.08331298828125,0.0,,prediction,a,2.0,,,
27,hard,6,hidden,hard_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.4,0.055084228515625,0.41943359375,1.20877059602711,0.0,0.03570556640625,0.46435546875,1.4251967307639988,0.0,prediction,a,0.0,,,
27,hard,7,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,0.394287109375,0.170654296875,0.6022741921789471,0.0,0.85009765625,0.04998779296875,1.8460108647876923,0.0,prediction,a,3.0,,,
27,hard,8,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,0.53125,0.03125,1.5705980791178364,0.0,,,,,prediction,b,2.0,,,
27,hard,9,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,0.31396484375,0.2183837890625,0.2625235128156259,1.0,0.53125,0.03125,1.5705980791178364,1.0,prediction,b,1.0,,,
27,hard,10,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,3,True,1.0,0.0,0.75,0.08333333333333333,1.533930359925955,1.0,,,,,prediction,b,3.0,,,
27,hard,11,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,0.40625,0.03125,1.3499267169490157,0.0,,,,,prediction,b,3.0,,,
27,hard,12,hidden,hard_p_hid_3ab23,3,a,,,2,3,,3,True,0.0,0.4,0.07305908203125,0.392333984375,1.0455242653954744,1.0,0.08331298828125,0.75,1.534041339095279,1.0,prediction,b,3.0,,,
27,hard,13,hidden,hard_p_hid_1ba30,1,b,,,3,0,,0,True,0.0,0.4,0.08087158203125,0.41796875,1.0521276243367996,1.0,0.08331298828125,0.416748046875,1.0363604085333344,1.0,prediction,a,0.0,,,
27,hard,14,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,1,True,0.6,0.0,0.525,0.025,1.6094379124341003,1.0,,,,,prediction,b,1.0,,,
27,hard,15,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,0.4642857142857143,0.03571428571428571,1.4250088733005808,1.0,,,,,prediction,a,2.0,,,
27,hard,16,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,3,False,0.0,0.6,0.08333333333333333,0.4166666666666667,1.0360919316867756,0.0,,,,,prediction,a,1.0,,,
27,hard,17,hidden,hard_p_hid_2ab12,2,a,,,1,2,,1,True,0.6,0.0,0.5048828125,0.046417236328125,1.4185744118430073,1.0,0.53125,0.03125,1.5705980791178364,1.0,prediction,b,1.0,,,
27,hard,18,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,0.85693359375,0.0523681640625,1.837434274821666,1.0,0.91650390625,0.02777099609375,2.0738849073404206,1.0,prediction,a,2.0,,,
27,hard,19,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,0.027777777777777776,0.9166666666666666,2.0739919369122712,1.0,,,,,prediction,a,2.0,,,
27,hard,20,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,0.330322265625,0.5439453125,0.40307942109196115,0.0,0.52490234375,0.425048828125,0.17410412330887928,1.0,prediction,b,3.0,,,
28,easy,0,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,1,False,,,0.49107142857142866,0.037760416666666664,1.4564208053713414,0.0,,,,,explanation,a,,0.0,0.6,2.0
28,easy,1,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,2,False,,,0.026041666666666664,0.40625,1.3904180783037527,0.0,,,,,explanation,a,,0.6,0.0,1.0
28,easy,2,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,0.78125,0.015104166666666667,2.035503838648416,1.0,,,,,explanation,b,,0.0,1.0,2.0
28,easy,3,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,0.3888020833333333,0.07093253968253968,1.0506886961021662,1.0,0.625,0.041666666666666664,1.6326947745983675,1.0,explanation,a,,-0.2,0.4,2.0
28,easy,4,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,0.03720238095238095,0.49843750000000003,1.47286502278753,0.0,,,,,explanation,b,,0.6,0.0,1.0
28,easy,5,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,1,False,,,0.524404761904762,0.05928819444444445,1.3660837097602043,0.0,0.8928571428571429,0.016666666666666666,2.1412659236881746,0.0,explanation,b,,0.4,1.0,2.0
28,easy,6,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,1,False,,,0.5279017857142857,0.06361607142857142,1.3448611066032052,0.0,0.55,0.041666666666666664,1.5234954826333758,0.0,explanation,a,,0.0,0.6,2.0
28,easy,7,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,2,False,,,0.07093253968253968,0.3888020833333333,1.0506886961021662,0.0,0.041666666666666664,0.625,1.6326947745983675,0.0,explanation,b,,0.6,0.0,1.0
28,easy,8,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,1,True,,,0.03125,0.33854166666666663,1.2063509267309032,1.0,,,,,explanation,b,,0.6,0.0,1.0
28,easy,9,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,1,True,,,0.037760416666666664,0.49107142857142866,1.4564208053713414,1.0,,,,,explanation,a,,0.6,0.0,1.0
28,easy,10,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,1,False,,,0.5306640625000001,0.0667517006802721,1.3302674479809933,0.0,0.55,0.041666666666666664,1.5234954826333758,0.0,explanation,a,,0.0,0.6,2.0
28,easy,11,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,2,True,,,0.3790922619047619,0.06882440476190477,1.0430340427583418,1.0,0.4166666666666667,0.041666666666666664,1.2939210409888755,1.0,explanation,a,,0.0,0.4,2.0
28,easy,12,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,1,True,,,0.08012152777777777,0.4181547619047619,1.0566421883960226,1.0,0.041666666666666664,0.08333333333333333,0.25782910930209996,1.0,explanation,a,,0.4,0.0,1.0
28,easy,13,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,2,False,,,0.037760416666666664,0.3348214285714286,1.1494193725169228,0.0,,,,,explanation,a,,0.4,0.0,1.0
28,easy,14,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,0.05928819444444445,0.524404761904762,1.3660837097602043,1.0,0.016666666666666666,0.8928571428571429,2.1412659236881746,1.0,explanation,a,,0.6,0.0,1.0
28,easy,15,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,1,False,,,0.49843750000000003,0.03720238095238095,1.4728650227875297,0.0,,,,,explanation,a,,0.0,0.6,2.0
28,easy,16,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,1,False,,,0.79296875,0.014880952380952382,2.0506551903735666,0.0,,,,,explanation,b,,0.0,1.0,2.0
28,easy,17,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,2,True,,,0.8247767857142857,0.05319940476190476,1.797812023717722,1.0,0.875,0.016666666666666666,2.1231166051824975,1.0,explanation,b,,0.0,1.0,2.0
28,easy,18,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,0.11359126984126984,0.40998263888888886,0.8703124490234738,0.0,0.041666666666666664,0.125,0.46262352194811296,0.0,explanation,b,,0.4,0.0,1.0
28,easy,19,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,1,False,,,0.3776041666666667,0.03720238095238095,1.247325217195239,0.0,,,,,explanation,a,,0.0,0.4,2.0
29,easy,1,hidden,easy_p_hid_0ba30,0,b,,,3,0,,3,False,0.4,0.6,0.36962890625,0.529296875,0.2926603030192024,0.0,0.416748046875,0.5498046875,0.2291164180446429,0.0,prediction,a,0.0,,,
29,easy,2,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,0.391357421875,0.09375,0.9306031415285697,1.0,0.125,0.125,0.0,,prediction,b,2.0,,,
29,easy,3,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,0.875,0.041666666666666664,1.9289605907415401,1.0,,,,,prediction,b,2.0,,,
29,easy,4,hidden,easy_p_hid_2ba13,2,b,,,1,3,,1,False,0.0,0.4,0.04351806640625,0.36962890625,1.1854818960897575,0.0,0.01666259765625,0.416748046875,1.4882694309474354,0.0,prediction,a,3.0,,,
29,easy,5,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,0.06878662109375,0.464111328125,1.206616302214291,1.0,0.03570556640625,0.60693359375,1.6504491487393622,1.0,prediction,a,1.0,,,
29,easy,6,hidden,easy_p_hid_2aa31,2,a,,,3,1,,1,True,0.0,0.24,0.03662109375,0.26806640625,0.991052018601654,1.0,0.024993896484375,0.024993896484375,0.0,,prediction,a,1.0,,,
29,easy,7,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,0.8125,0.0625,1.7255100836868542,1.0,,,,,prediction,a,0.0,,,
29,easy,8,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,0,True,0.0,1.0,0.125,0.625,1.1700712526502546,1.0,,,,,prediction,b,0.0,,,
29,easy,9,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,3,True,0.0,1.0,0.08333333333333333,0.75,1.5339303599259553,1.0,,,,,prediction,b,3.0,,,
29,easy,10,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,0,False,1.0,0.0,0.925,0.025,2.1041341542702074,0.0,,,,,prediction,a,2.0,,,
29,easy,11,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,0.03571428571428571,0.6071428571428571,1.6506808709681493,1.0,,,,,prediction,a,1.0,,,
29,easy,12,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,3,True,0.0,0.4,0.016666666666666666,0.4166666666666667,1.488077055429833,1.0,,,,,prediction,a,3.0,,,
29,easy,13,hidden,easy_p_hid_3aa21,3,a,,,2,1,,1,False,0.4,0.0,0.337158203125,0.0682373046875,0.9549196398368933,0.0,0.0625,0.0625,0.0,,prediction,a,2.0,,,
29,easy,14,hidden,easy_p_hid_2ab03,2,a,,,0,3,,3,True,0.0,0.4,0.0687255859375,0.338134765625,0.9542529037666085,1.0,0.041656494140625,0.041656494140625,0.0,,prediction,b,3.0,,,
29,easy,15,hidden,easy_p_hid_2ab13,2,a,,,1,3,,1,False,0.0,0.4,0.0604248046875,0.338134765625,1.0047012209601351,0.0,0.041656494140625,0.041656494140625,0.0,,prediction,b,3.0,,,
29,easy,16,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,1,True,0.6,0.0,0.6071428571428571,0.03571428571428571,1.6506808709681493,1.0,,,,,prediction,a,1.0,,,
29,easy,17,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,0.59228515625,0.1014404296875,1.2345042428705648,1.0,0.9248046875,0.024993896484375,2.103992416650126,1.0,prediction,a,2.0,,,
29,easy,18,hidden,easy_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.6,0.03277587890625,0.53759765625,1.569044865772619,0.0,0.01666259765625,0.5498046875,1.7173858489920781,0.0,prediction,a,0.0,,,
29,easy,19,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,0.875,0.041666666666666664,1.9289605907415401,1.0,,,,,prediction,b,2.0,,,
29,easy,20,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,0.32142857142857145,0.03571428571428571,1.133098464739279,1.0,,,,,prediction,a,0.0,,,
30,easy,1,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,0.75,0.08333333333333333,1.533930359925955,1.0,,,,,prediction,a,0.0,,,
30,easy,2,hidden,easy_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.6,0.035064697265625,0.61376953125,1.664806222224307,0.0,0.01922607421875,0.634765625,1.8185300966532798,0.0,prediction,a,0.0,,,
30,easy,3,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,0.50146484375,0.08013916015625,1.2056384219034295,1.0,0.875,0.041656494140625,1.9290323993858955,1.0,prediction,b,2.0,,,
30,easy,4,hidden,easy_p_hid_3aa21,3,a,,,2,1,,2,True,0.4,0.0,0.44873046875,0.07501220703125,1.142751645545766,1.0,0.90625,0.03125,2.03688192726104,1.0,prediction,a,2.0,,,
