"participant_id","state_current","response_current","state_next","state_next_n","state_next_p"
29,2,"a",3,6,0.428571428571429
29,2,"b",0,0,0
29,2,"b",1,0,0
29,2,"b",2,5,1
29,2,"b",3,0,0
29,3,"a",0,2,0.333333333333333
29,3,"a",1,4,0.666666666666667
29,3,"a",2,0,0
29,3,"a",3,0,0
29,3,"b",0,0,0
29,3,"b",1,0,0
29,3,"b",2,0,0
29,3,"b",3,2,1
30,0,"a",0,0,0
30,0,"a",1,0,0
30,0,"a",2,7,1
30,0,"a",3,0,0
30,0,"b",0,0,0
30,0,"b",1,0,0
30,0,"b",2,5,1
30,0,"b",3,0,0
30,1,"a",0,2,1
30,1,"a",1,0,0
30,1,"a",2,0,0
30,1,"a",3,0,0
30,1,"b",0,1,1
30,1,"b",1,0,0
30,1,"b",2,0,0
30,1,"b",3,0,0
30,2,"a",0,8,0.666666666666667
30,2,"a",1,0,0
30,2,"a",2,0,0
30,2,"a",3,4,0.333333333333333
30,2,"b",0,0,0
30,2,"b",1,0,0
30,2,"b",2,12,1
30,2,"b",3,0,0
30,3,"a",0,2,0.5
30,3,"a",1,2,0.5
30,3,"a",2,0,0
30,3,"a",3,0,0
30,3,"b",0,0,0
30,3,"b",1,0,0
30,3,"b",2,0,0
30,3,"b",3,2,1
31,0,"a",0,0,0
31,0,"a",1,0,0
31,0,"a",2,0,0
31,0,"a",3,5,1
31,0,"b",0,0,0
31,0,"b",1,0,0
31,0,"b",2,0,0
31,0,"b",3,4,1
31,1,"a",0,2,0.666666666666667
31,1,"a",1,1,0.333333333333333
31,1,"a",2,0,0
31,1,"a",3,0,0
31,1,"b",0,0,0
31,1,"b",1,3,0.6
31,1,"b",2,0,0
31,1,"b",3,2,0.4
31,2,"a",0,0,0
31,2,"a",1,0,0
31,2,"a",2,7,1
31,2,"a",3,0,0
31,2,"b",0,3,0.428571428571429
31,2,"b",1,4,0.571428571428571
31,2,"b",2,0,0
31,2,"b",3,0,0
31,3,"a",0,4,0.5
31,3,"a",1,0,0
31,3,"a",2,4,0.5
31,3,"a",3,0,0
31,3,"b",0,0,0
31,3,"b",1,0,0
31,3,"b",2,3,0.5
31,3,"b",3,3,0.5
32,0,"a",0,0,0
32,0,"a",1,0,0
32,0,"a",2,11,1
32,0,"a",3,0,0
32,0,"b",0,0,0
32,0,"b",1,0,0
32,0,"b",2,3,1
32,0,"b",3,0,0
