participant_id,fsm_number,fsm_type,test_condition,learning_condition,trial_number,trial_type,state_1,response_1,state_2,response_2,state_3,option_1,option_2,correctResponse,response,response_correct,response_time
31,21.0,easy,explanation,Experiment 1 (no preview),18,hidden,3.0,b,,a,0.0,,,2.0,2,1.0,6578.0
31,21.0,easy,explanation,Experiment 1 (no preview),19,visible,0.0,b,2.0,a,3.0,,,2.0,2,1.0,1245.0
31,21.0,easy,explanation,Experiment 1 (no preview),20,hidden,3.0,a,,a,2.0,,,1.0,1,1.0,1295.0
32,21.0,easy,explanation,Experiment 1 (no preview),1,visible,0.0,b,2.0,b,2.0,,,2.0,2,1.0,3720.93500001193
32,21.0,easy,explanation,Experiment 1 (no preview),2,hidden,3.0,a,,a,2.0,,,1.0,2,0.0,6618.402000011934
32,21.0,easy,explanation,Experiment 1 (no preview),3,hidden,2.0,b,,b,2.0,,,2.0,2,1.0,1316.8680000089516
32,21.0,easy,explanation,Experiment 1 (no preview),4,hidden,0.0,a,,a,3.0,,,2.0,2,1.0,1499.7840000119177
32,21.0,easy,explanation,Experiment 1 (no preview),5,visible,0.0,b,2.0,a,3.0,,,2.0,2,1.0,2523.820000000007
32,21.0,easy,explanation,Experiment 1 (no preview),6,visible,2.0,a,0.0,b,2.0,,,1.0,1,1.0,3433.581999999995
32,21.0,easy,explanation,Experiment 1 (no preview),7,visible,0.0,a,2.0,b,2.0,,,2.0,2,1.0,699.9480000030017
